s (1,1) 417
s (190,1) 522
s (191,1) 347
s (192,1) 630
s (193,1) 858
s (194,1) 82
s (195,1) 310
s (196,1) 216
s (197,1) 685
s (198,1) 380
s (199,1) 994
s (200,1) 799
s (201,1) 771
s (202,1) 117
s (203,1) 25
s (204,1) 531
s (205,1) 182
s (206,1) 425
s (207,1) 448
s (208,1) 598
s (209,1) 43
s (210,1) 729
s (211,1) 832
s (212,1) 47
s (213,1) 325
s (214,1) 74
s (215,1) 409
s (216,1) 154
s (217,1) 937
s (218,1) 984
s (219,1) 914
s (220,1) 428
s (221,1) 985
s (222,1) 522
s (223,1) 233
s (224,1) 565
s (225,1) 32
s (226,1) 494
s (227,1) 555
s (228,1) 214
s (229,1) 721
s (230,1) 421
s (231,1) 729
s (232,1) 378
s (233,1) 372
s (234,1) 361
s (235,1) 72
s (236,1) 193
s (237,1) 29
s (238,1) 507
s (239,1) 59
s (240,1) 775
s (241,1) 634
s (242,1) 218
s (243,1) 415
s (244,1) 588
s (245,1) 818
s (246,1) 550
s (247,1) 491
s (248,1) 28
s (249,1) 157
s (250,1) 434
(1,1) (1,2) 346
(2,1) (2,2) 767
(3,1) (3,2) 755
(4,1) (4,2) 847
(5,1) (5,2) 254
(6,1) (6,2) 34
(7,1) (7,2) 5
(8,1) (8,2) 341
(9,1) (9,2) 714
(10,1) (10,2) 292
(11,1) (11,2) 626
(12,1) (12,2) 996
(13,1) (13,2) 731
(14,1) (14,2) 29
(15,1) (15,2) 975
(16,1) (16,2) 201
(17,1) (17,2) 29
(18,1) (18,2) 704
(19,1) (19,2) 727
(20,1) (20,2) 157
(21,1) (21,2) 854
(22,1) (22,2) 954
(23,1) (23,2) 562
(24,1) (24,2) 479
(25,1) (25,2) 169
(26,1) (26,2) 915
(27,1) (27,2) 821
(28,1) (28,2) 946
(29,1) (29,2) 202
(30,1) (30,2) 857
(31,1) (31,2) 870
(32,1) (32,2) 697
(33,1) (33,2) 825
(34,1) (34,2) 459
(35,1) (35,2) 473
(36,1) (36,2) 86
(37,1) (37,2) 812
(38,1) (38,2) 411
(39,1) (39,2) 340
(40,1) (40,2) 458
(41,1) (41,2) 293
(42,1) (42,2) 421
(43,1) (43,2) 404
(44,1) (44,2) 190
(45,1) (45,2) 557
(46,1) (46,2) 780
(47,1) (47,2) 170
(48,1) (48,2) 337
(49,1) (49,2) 891
(50,1) (50,2) 932
(51,1) (51,2) 638
(52,1) (52,2) 914
(53,1) (53,2) 974
(54,1) (54,2) 18
(55,1) (55,2) 62
(56,1) (56,2) 709
(57,1) (57,2) 618
(58,1) (58,2) 743
(59,1) (59,2) 459
(60,1) (60,2) 67
(61,1) (61,2) 490
(62,1) (62,2) 27
(63,1) (63,2) 344
(64,1) (64,2) 393
(65,1) (65,2) 139
(66,1) (66,2) 431
(67,1) (67,2) 199
(68,1) (68,2) 51
(69,1) (69,2) 105
(70,1) (70,2) 483
(71,1) (71,2) 922
(72,1) (72,2) 521
(73,1) (73,2) 385
(74,1) (74,2) 845
(75,1) (75,2) 523
(76,1) (76,2) 927
(77,1) (77,2) 777
(78,1) (78,2) 843
(79,1) (79,2) 849
(80,1) (80,2) 315
(81,1) (81,2) 55
(82,1) (82,2) 432
(83,1) (83,2) 575
(84,1) (84,2) 752
(85,1) (85,2) 29
(86,1) (86,2) 490
(87,1) (87,2) 475
(88,1) (88,2) 839
(89,1) (89,2) 238
(90,1) (90,2) 205
(91,1) (91,2) 720
(92,1) (92,2) 21
(93,1) (93,2) 184
(94,1) (94,2) 520
(95,1) (95,2) 448
(96,1) (96,2) 391
(97,1) (97,2) 926
(98,1) (98,2) 916
(99,1) (99,2) 865
(100,1) (100,2) 249
(101,1) (101,2) 864
(102,1) (102,2) 93
(103,1) (103,2) 978
(104,1) (104,2) 599
(105,1) (105,2) 801
(106,1) (106,2) 898
(107,1) (107,2) 347
(108,1) (108,2) 275
(109,1) (109,2) 797
(110,1) (110,2) 278
(111,1) (111,2) 407
(112,1) (112,2) 957
(113,1) (113,2) 789
(114,1) (114,2) 129
(115,1) (115,2) 367
(116,1) (116,2) 553
(117,1) (117,2) 560
(118,1) (118,2) 408
(119,1) (119,2) 707
(120,1) (120,2) 337
(121,1) (121,2) 208
(122,1) (122,2) 344
(123,1) (123,2) 199
(124,1) (124,2) 427
(125,1) (125,2) 799
(126,1) (126,2) 523
(127,1) (127,2) 169
(128,1) (128,2) 318
(129,1) (129,2) 404
(130,1) (130,2) 673
(131,1) (131,2) 811
(132,1) (132,2) 406
(133,1) (133,2) 101
(134,1) (134,2) 575
(135,1) (135,2) 801
(136,1) (136,2) 599
(137,1) (137,2) 610
(138,1) (138,2) 573
(139,1) (139,2) 64
(140,1) (140,2) 494
(141,1) (141,2) 524
(142,1) (142,2) 721
(143,1) (143,2) 32
(144,1) (144,2) 242
(145,1) (145,2) 976
(146,1) (146,2) 82
(147,1) (147,2) 160
(148,1) (148,2) 721
(149,1) (149,2) 52
(150,1) (150,2) 287
(151,1) (151,2) 69
(152,1) (152,2) 408
(153,1) (153,2) 69
(154,1) (154,2) 565
(155,1) (155,2) 678
(156,1) (156,2) 171
(157,1) (157,2) 946
(158,1) (158,2) 135
(159,1) (159,2) 247
(160,1) (160,2) 410
(161,1) (161,2) 169
(162,1) (162,2) 704
(163,1) (163,2) 120
(164,1) (164,2) 684
(165,1) (165,2) 620
(166,1) (166,2) 372
(167,1) (167,2) 194
(168,1) (168,2) 677
(169,1) (169,2) 360
(170,1) (170,2) 548
(171,1) (171,2) 413
(172,1) (172,2) 947
(173,1) (173,2) 202
(174,1) (174,2) 816
(175,1) (175,2) 17
(176,1) (176,2) 207
(177,1) (177,2) 69
(178,1) (178,2) 167
(179,1) (179,2) 495
(180,1) (180,2) 830
(181,1) (181,2) 556
(182,1) (182,2) 99
(183,1) (183,2) 274
(184,1) (184,2) 63
(185,1) (185,2) 976
(186,1) (186,2) 95
(187,1) (187,2) 448
(188,1) (188,2) 631
(189,1) (189,2) 871
(190,1) (190,2) 818
(191,1) (191,2) 263
(192,1) (192,2) 912
(193,1) (193,2) 643
(194,1) (194,2) 517
(195,1) (195,2) 894
(196,1) (196,2) 200
(197,1) (197,2) 626
(198,1) (198,2) 568
(199,1) (199,2) 209
(200,1) (200,2) 485
(201,1) (201,2) 942
(202,1) (202,2) 659
(203,1) (203,2) 968
(204,1) (204,2) 407
(205,1) (205,2) 523
(206,1) (206,2) 488
(207,1) (207,2) 493
(208,1) (208,2) 134
(209,1) (209,2) 480
(210,1) (210,2) 958
(211,1) (211,2) 688
(212,1) (212,2) 506
(213,1) (213,2) 116
(214,1) (214,2) 511
(215,1) (215,2) 584
(216,1) (216,2) 2
(217,1) (217,2) 159
(218,1) (218,2) 403
(219,1) (219,2) 416
(220,1) (220,2) 572
(221,1) (221,2) 882
(222,1) (222,2) 166
(223,1) (223,2) 484
(224,1) (224,2) 627
(225,1) (225,2) 515
(226,1) (226,2) 325
(227,1) (227,2) 79
(228,1) (228,2) 406
(229,1) (229,2) 225
(230,1) (230,2) 198
(231,1) (231,2) 315
(232,1) (232,2) 196
(233,1) (233,2) 625
(234,1) (234,2) 949
(235,1) (235,2) 971
(236,1) (236,2) 94
(237,1) (237,2) 771
(238,1) (238,2) 27
(239,1) (239,2) 24
(240,1) (240,2) 925
(241,1) (241,2) 660
(242,1) (242,2) 864
(243,1) (243,2) 462
(244,1) (244,2) 363
(245,1) (245,2) 616
(246,1) (246,2) 433
(247,1) (247,2) 707
(248,1) (248,2) 829
(249,1) (249,2) 675
(250,1) (250,2) 389
(1,2) (1,3) 908
(2,2) (2,3) 917
(3,2) (3,3) 21
(4,2) (4,3) 841
(5,2) (5,3) 651
(6,2) (6,3) 615
(7,2) (7,3) 672
(8,2) (8,3) 180
(9,2) (9,3) 832
(10,2) (10,3) 593
(11,2) (11,3) 863
(12,2) (12,3) 580
(13,2) (13,3) 315
(14,2) (14,3) 197
(15,2) (15,3) 949
(16,2) (16,3) 519
(17,2) (17,3) 156
(18,2) (18,3) 643
(19,2) (19,3) 246
(20,2) (20,3) 22
(21,2) (21,3) 567
(22,2) (22,3) 519
(23,2) (23,3) 734
(24,2) (24,3) 372
(25,2) (25,3) 895
(26,2) (26,3) 643
(27,2) (27,3) 372
(28,2) (28,3) 60
(29,2) (29,3) 422
(30,2) (30,3) 261
(31,2) (31,3) 211
(32,2) (32,3) 768
(33,2) (33,3) 998
(34,2) (34,3) 480
(35,2) (35,3) 933
(36,2) (36,3) 822
(37,2) (37,3) 335
(38,2) (38,3) 928
(39,2) (39,3) 236
(40,2) (40,3) 925
(41,2) (41,3) 325
(42,2) (42,3) 439
(43,2) (43,3) 39
(44,2) (44,3) 549
(45,2) (45,3) 421
(46,2) (46,3) 381
(47,2) (47,3) 85
(48,2) (48,3) 308
(49,2) (49,3) 341
(50,2) (50,3) 940
(51,2) (51,3) 201
(52,2) (52,3) 693
(53,2) (53,3) 509
(54,2) (54,3) 921
(55,2) (55,3) 410
(56,2) (56,3) 291
(57,2) (57,3) 606
(58,2) (58,3) 894
(59,2) (59,3) 149
(60,2) (60,3) 748
(61,2) (61,3) 381
(62,2) (62,3) 613
(63,2) (63,3) 689
(64,2) (64,3) 288
(65,2) (65,3) 435
(66,2) (66,3) 815
(67,2) (67,3) 855
(68,2) (68,3) 873
(69,2) (69,3) 236
(70,2) (70,3) 251
(71,2) (71,3) 908
(72,2) (72,3) 804
(73,2) (73,3) 66
(74,2) (74,3) 498
(75,2) (75,3) 973
(76,2) (76,3) 237
(77,2) (77,3) 246
(78,2) (78,3) 990
(79,2) (79,3) 302
(80,2) (80,3) 33
(81,2) (81,3) 603
(82,2) (82,3) 915
(83,2) (83,3) 223
(84,2) (84,3) 829
(85,2) (85,3) 207
(86,2) (86,3) 446
(87,2) (87,3) 851
(88,2) (88,3) 516
(89,2) (89,3) 430
(90,2) (90,3) 82
(91,2) (91,3) 566
(92,2) (92,3) 165
(93,2) (93,3) 741
(94,2) (94,3) 449
(95,2) (95,3) 866
(96,2) (96,3) 435
(97,2) (97,3) 559
(98,2) (98,3) 495
(99,2) (99,3) 318
(100,2) (100,3) 109
(101,2) (101,3) 647
(102,2) (102,3) 43
(103,2) (103,3) 76
(104,2) (104,3) 702
(105,2) (105,3) 91
(106,2) (106,3) 855
(107,2) (107,3) 909
(108,2) (108,3) 704
(109,2) (109,3) 410
(110,2) (110,3) 766
(111,2) (111,3) 652
(112,2) (112,3) 337
(113,2) (113,3) 226
(114,2) (114,3) 637
(115,2) (115,3) 835
(116,2) (116,3) 72
(117,2) (117,3) 952
(118,2) (118,3) 218
(119,2) (119,3) 182
(120,2) (120,3) 865
(121,2) (121,3) 821
(122,2) (122,3) 889
(123,2) (123,3) 578
(124,2) (124,3) 139
(125,2) (125,3) 393
(126,2) (126,3) 102
(127,2) (127,3) 41
(128,2) (128,3) 74
(129,2) (129,3) 398
(130,2) (130,3) 100
(131,2) (131,3) 870
(132,2) (132,3) 352
(133,2) (133,3) 260
(134,2) (134,3) 660
(135,2) (135,3) 455
(136,2) (136,3) 39
(137,2) (137,3) 612
(138,2) (138,3) 17
(139,2) (139,3) 940
(140,2) (140,3) 402
(141,2) (141,3) 788
(142,2) (142,3) 56
(143,2) (143,3) 2
(144,2) (144,3) 409
(145,2) (145,3) 926
(146,2) (146,3) 70
(147,2) (147,3) 323
(148,2) (148,3) 163
(149,2) (149,3) 901
(150,2) (150,3) 777
(151,2) (151,3) 726
(152,2) (152,3) 62
(153,2) (153,3) 781
(154,2) (154,3) 648
(155,2) (155,3) 463
(156,2) (156,3) 914
(157,2) (157,3) 549
(158,2) (158,3) 294
(159,2) (159,3) 155
(160,2) (160,3) 371
(161,2) (161,3) 412
(162,2) (162,3) 978
(163,2) (163,3) 155
(164,2) (164,3) 933
(165,2) (165,3) 29
(166,2) (166,3) 498
(167,2) (167,3) 322
(168,2) (168,3) 186
(169,2) (169,3) 353
(170,2) (170,3) 262
(171,2) (171,3) 892
(172,2) (172,3) 847
(173,2) (173,3) 544
(174,2) (174,3) 353
(175,2) (175,3) 349
(176,2) (176,3) 37
(177,2) (177,3) 395
(178,2) (178,3) 289
(179,2) (179,3) 995
(180,2) (180,3) 179
(181,2) (181,3) 672
(182,2) (182,3) 808
(183,2) (183,3) 921
(184,2) (184,3) 288
(185,2) (185,3) 827
(186,2) (186,3) 275
(187,2) (187,3) 56
(188,2) (188,3) 678
(189,2) (189,3) 166
(190,2) (190,3) 104
(191,2) (191,3) 892
(192,2) (192,3) 514
(193,2) (193,3) 413
(194,2) (194,3) 724
(195,2) (195,3) 121
(196,2) (196,3) 600
(197,2) (197,3) 904
(198,2) (198,3) 762
(199,2) (199,3) 105
(200,2) (200,3) 708
(201,2) (201,3) 398
(202,2) (202,3) 744
(203,2) (203,3) 739
(204,2) (204,3) 827
(205,2) (205,3) 154
(206,2) (206,3) 427
(207,2) (207,3) 584
(208,2) (208,3) 128
(209,2) (209,3) 933
(210,2) (210,3) 683
(211,2) (211,3) 613
(212,2) (212,3) 778
(213,2) (213,3) 856
(214,2) (214,3) 402
(215,2) (215,3) 976
(216,2) (216,3) 914
(217,2) (217,3) 595
(218,2) (218,3) 829
(219,2) (219,3) 258
(220,2) (220,3) 979
(221,2) (221,3) 479
(222,2) (222,3) 205
(223,2) (223,3) 576
(224,2) (224,3) 354
(225,2) (225,3) 597
(226,2) (226,3) 783
(227,2) (227,3) 717
(228,2) (228,3) 621
(229,2) (229,3) 737
(230,2) (230,3) 87
(231,2) (231,3) 87
(232,2) (232,3) 8
(233,2) (233,3) 558
(234,2) (234,3) 20
(235,2) (235,3) 292
(236,2) (236,3) 818
(237,2) (237,3) 751
(238,2) (238,3) 964
(239,2) (239,3) 969
(240,2) (240,3) 798
(241,2) (241,3) 992
(242,2) (242,3) 944
(243,2) (243,3) 510
(244,2) (244,3) 637
(245,2) (245,3) 295
(246,2) (246,3) 315
(247,2) (247,3) 978
(248,2) (248,3) 873
(249,2) (249,3) 713
(250,2) (250,3) 508
(1,3) (1,4) 143
(2,3) (2,4) 61
(3,3) (3,4) 269
(4,3) (4,4) 867
(5,3) (5,4) 722
(6,3) (6,4) 992
(7,3) (7,4) 879
(8,3) (8,4) 655
(9,3) (9,4) 641
(10,3) (10,4) 576
(11,3) (11,4) 523
(12,3) (12,4) 421
(13,3) (13,4) 305
(14,3) (14,4) 803
(15,3) (15,4) 255
(16,3) (16,4) 726
(17,3) (17,4) 547
(18,3) (18,4) 176
(19,3) (19,4) 627
(20,3) (20,4) 904
(21,3) (21,4) 874
(22,3) (22,4) 852
(23,3) (23,4) 215
(24,3) (24,4) 636
(25,3) (25,4) 275
(26,3) (26,4) 817
(27,3) (27,4) 281
(28,3) (28,4) 351
(29,3) (29,4) 897
(30,3) (30,4) 633
(31,3) (31,4) 969
(32,3) (32,4) 946
(33,3) (33,4) 229
(34,3) (34,4) 312
(35,3) (35,4) 939
(36,3) (36,4) 636
(37,3) (37,4) 199
(38,3) (38,4) 551
(39,3) (39,4) 457
(40,3) (40,4) 448
(41,3) (41,4) 123
(42,3) (42,4) 13
(43,3) (43,4) 882
(44,3) (44,4) 833
(45,3) (45,4) 314
(46,3) (46,4) 56
(47,3) (47,4) 435
(48,3) (48,4) 849
(49,3) (49,4) 316
(50,3) (50,4) 945
(51,3) (51,4) 889
(52,3) (52,4) 281
(53,3) (53,4) 287
(54,3) (54,4) 662
(55,3) (55,4) 280
(56,3) (56,4) 35
(57,3) (57,4) 119
(58,3) (58,4) 440
(59,3) (59,4) 66
(60,3) (60,4) 331
(61,3) (61,4) 354
(62,3) (62,4) 253
(63,3) (63,4) 559
(64,3) (64,4) 436
(65,3) (65,4) 102
(66,3) (66,4) 1000
(67,3) (67,4) 142
(68,3) (68,4) 607
(69,3) (69,4) 354
(70,3) (70,4) 84
(71,3) (71,4) 430
(72,3) (72,4) 518
(73,3) (73,4) 286
(74,3) (74,4) 536
(75,3) (75,4) 235
(76,3) (76,4) 982
(77,3) (77,4) 447
(78,3) (78,4) 36
(79,3) (79,4) 544
(80,3) (80,4) 347
(81,3) (81,4) 675
(82,3) (82,4) 497
(83,3) (83,4) 445
(84,3) (84,4) 77
(85,3) (85,4) 773
(86,3) (86,4) 791
(87,3) (87,4) 581
(88,3) (88,4) 824
(89,3) (89,4) 526
(90,3) (90,4) 552
(91,3) (91,4) 447
(92,3) (92,4) 594
(93,3) (93,4) 337
(94,3) (94,4) 305
(95,3) (95,4) 703
(96,3) (96,4) 342
(97,3) (97,4) 912
(98,3) (98,4) 49
(99,3) (99,4) 529
(100,3) (100,4) 837
(101,3) (101,4) 680
(102,3) (102,4) 314
(103,3) (103,4) 425
(104,3) (104,4) 452
(105,3) (105,4) 822
(106,3) (106,4) 941
(107,3) (107,4) 905
(108,3) (108,4) 632
(109,3) (109,4) 236
(110,3) (110,4) 482
(111,3) (111,4) 768
(112,3) (112,4) 574
(113,3) (113,4) 884
(114,3) (114,4) 973
(115,3) (115,4) 971
(116,3) (116,4) 671
(117,3) (117,4) 952
(118,3) (118,4) 483
(119,3) (119,4) 539
(120,3) (120,4) 841
(121,3) (121,4) 820
(122,3) (122,4) 620
(123,3) (123,4) 500
(124,3) (124,4) 497
(125,3) (125,4) 793
(126,3) (126,4) 931
(127,3) (127,4) 621
(128,3) (128,4) 299
(129,3) (129,4) 406
(130,3) (130,4) 288
(131,3) (131,4) 144
(132,3) (132,4) 4
(133,3) (133,4) 909
(134,3) (134,4) 918
(135,3) (135,4) 103
(136,3) (136,4) 311
(137,3) (137,4) 327
(138,3) (138,4) 24
(139,3) (139,4) 161
(140,3) (140,4) 308
(141,3) (141,4) 845
(142,3) (142,4) 303
(143,3) (143,4) 208
(144,3) (144,4) 303
(145,3) (145,4) 124
(146,3) (146,4) 367
(147,3) (147,4) 320
(148,3) (148,4) 788
(149,3) (149,4) 84
(150,3) (150,4) 375
(151,3) (151,4) 879
(152,3) (152,4) 376
(153,3) (153,4) 69
(154,3) (154,4) 991
(155,3) (155,4) 851
(156,3) (156,4) 274
(157,3) (157,4) 479
(158,3) (158,4) 740
(159,3) (159,4) 60
(160,3) (160,4) 561
(161,3) (161,4) 940
(162,3) (162,4) 735
(163,3) (163,4) 608
(164,3) (164,4) 95
(165,3) (165,4) 252
(166,3) (166,4) 940
(167,3) (167,4) 364
(168,3) (168,4) 987
(169,3) (169,4) 813
(170,3) (170,4) 253
(171,3) (171,4) 958
(172,3) (172,4) 156
(173,3) (173,4) 741
(174,3) (174,4) 974
(175,3) (175,4) 212
(176,3) (176,4) 257
(177,3) (177,4) 462
(178,3) (178,4) 660
(179,3) (179,4) 912
(180,3) (180,4) 806
(181,3) (181,4) 820
(182,3) (182,4) 479
(183,3) (183,4) 283
(184,3) (184,4) 49
(185,3) (185,4) 558
(186,3) (186,4) 591
(187,3) (187,4) 458
(188,3) (188,4) 363
(189,3) (189,4) 198
(190,3) (190,4) 170
(191,3) (191,4) 778
(192,3) (192,4) 714
(193,3) (193,4) 447
(194,3) (194,4) 475
(195,3) (195,4) 108
(196,3) (196,4) 850
(197,3) (197,4) 706
(198,3) (198,4) 391
(199,3) (199,4) 972
(200,3) (200,4) 635
(201,3) (201,4) 69
(202,3) (202,4) 592
(203,3) (203,4) 548
(204,3) (204,4) 846
(205,3) (205,4) 897
(206,3) (206,4) 116
(207,3) (207,4) 280
(208,3) (208,4) 770
(209,3) (209,4) 934
(210,3) (210,4) 240
(211,3) (211,4) 806
(212,3) (212,4) 323
(213,3) (213,4) 469
(214,3) (214,4) 150
(215,3) (215,4) 436
(216,3) (216,4) 18
(217,3) (217,4) 593
(218,3) (218,4) 438
(219,3) (219,4) 45
(220,3) (220,4) 327
(221,3) (221,4) 131
(222,3) (222,4) 737
(223,3) (223,4) 793
(224,3) (224,4) 659
(225,3) (225,4) 441
(226,3) (226,4) 48
(227,3) (227,4) 184
(228,3) (228,4) 842
(229,3) (229,4) 739
(230,3) (230,4) 987
(231,3) (231,4) 235
(232,3) (232,4) 229
(233,3) (233,4) 897
(234,3) (234,4) 470
(235,3) (235,4) 88
(236,3) (236,4) 670
(237,3) (237,4) 468
(238,3) (238,4) 885
(239,3) (239,4) 248
(240,3) (240,4) 420
(241,3) (241,4) 96
(242,3) (242,4) 536
(243,3) (243,4) 870
(244,3) (244,4) 263
(245,3) (245,4) 962
(246,3) (246,4) 217
(247,3) (247,4) 326
(248,3) (248,4) 157
(249,3) (249,4) 644
(250,3) (250,4) 242
(1,4) (1,5) 327
(2,4) (2,5) 3
(3,4) (3,5) 962
(4,4) (4,5) 612
(5,4) (5,5) 135
(6,4) (6,5) 143
(7,4) (7,5) 272
(8,4) (8,5) 3
(9,4) (9,5) 857
(10,4) (10,5) 778
(11,4) (11,5) 746
(12,4) (12,5) 181
(13,4) (13,5) 621
(14,4) (14,5) 123
(15,4) (15,5) 671
(16,4) (16,5) 969
(17,4) (17,5) 293
(18,4) (18,5) 438
(19,4) (19,5) 3
(20,4) (20,5) 484
(21,4) (21,5) 464
(22,4) (22,5) 500
(23,4) (23,5) 152
(24,4) (24,5) 70
(25,4) (25,5) 925
(26,4) (26,5) 292
(27,4) (27,5) 448
(28,4) (28,5) 387
(29,4) (29,5) 581
(30,4) (30,5) 583
(31,4) (31,5) 938
(32,4) (32,5) 334
(33,4) (33,5) 28
(34,4) (34,5) 897
(35,4) (35,5) 390
(36,4) (36,5) 584
(37,4) (37,5) 894
(38,4) (38,5) 20
(39,4) (39,5) 647
(40,4) (40,5) 798
(41,4) (41,5) 715
(42,4) (42,5) 782
(43,4) (43,5) 836
(44,4) (44,5) 160
(45,4) (45,5) 558
(46,4) (46,5) 394
(47,4) (47,5) 482
(48,4) (48,5) 926
(49,4) (49,5) 912
(50,4) (50,5) 588
(51,4) (51,5) 594
(52,4) (52,5) 733
(53,4) (53,5) 227
(54,4) (54,5) 350
(55,4) (55,5) 610
(56,4) (56,5) 431
(57,4) (57,5) 222
(58,4) (58,5) 552
(59,4) (59,5) 587
(60,4) (60,5) 929
(61,4) (61,5) 828
(62,4) (62,5) 204
(63,4) (63,5) 911
(64,4) (64,5) 102
(65,4) (65,5) 33
(66,4) (66,5) 343
(67,4) (67,5) 149
(68,4) (68,5) 392
(69,4) (69,5) 995
(70,4) (70,5) 412
(71,4) (71,5) 530
(72,4) (72,5) 462
(73,4) (73,5) 584
(74,4) (74,5) 379
(75,4) (75,5) 29
(76,4) (76,5) 850
(77,4) (77,5) 170
(78,4) (78,5) 598
(79,4) (79,5) 590
(80,4) (80,5) 657
(81,4) (81,5) 132
(82,4) (82,5) 907
(83,4) (83,5) 740
(84,4) (84,5) 221
(85,4) (85,5) 55
(86,4) (86,5) 166
(87,4) (87,5) 531
(88,4) (88,5) 480
(89,4) (89,5) 717
(90,4) (90,5) 814
(91,4) (91,5) 303
(92,4) (92,5) 686
(93,4) (93,5) 793
(94,4) (94,5) 200
(95,4) (95,5) 767
(96,4) (96,5) 933
(97,4) (97,5) 497
(98,4) (98,5) 777
(99,4) (99,5) 104
(100,4) (100,5) 153
(101,4) (101,5) 274
(102,4) (102,5) 436
(103,4) (103,5) 413
(104,4) (104,5) 176
(105,4) (105,5) 167
(106,4) (106,5) 635
(107,4) (107,5) 600
(108,4) (108,5) 748
(109,4) (109,5) 309
(110,4) (110,5) 538
(111,4) (111,5) 248
(112,4) (112,5) 719
(113,4) (113,5) 621
(114,4) (114,5) 288
(115,4) (115,5) 455
(116,4) (116,5) 808
(117,4) (117,5) 798
(118,4) (118,5) 439
(119,4) (119,5) 934
(120,4) (120,5) 355
(121,4) (121,5) 679
(122,4) (122,5) 418
(123,4) (123,5) 815
(124,4) (124,5) 735
(125,4) (125,5) 895
(126,4) (126,5) 534
(127,4) (127,5) 423
(128,4) (128,5) 657
(129,4) (129,5) 225
(130,4) (130,5) 601
(131,4) (131,5) 702
(132,4) (132,5) 990
(133,4) (133,5) 695
(134,4) (134,5) 1000
(135,4) (135,5) 916
(136,4) (136,5) 494
(137,4) (137,5) 249
(138,4) (138,5) 700
(139,4) (139,5) 970
(140,4) (140,5) 436
(141,4) (141,5) 818
(142,4) (142,5) 924
(143,4) (143,5) 874
(144,4) (144,5) 930
(145,4) (145,5) 984
(146,4) (146,5) 750
(147,4) (147,5) 652
(148,4) (148,5) 713
(149,4) (149,5) 406
(150,4) (150,5) 630
(151,4) (151,5) 503
(152,4) (152,5) 614
(153,4) (153,5) 511
