s (1,1) 197
s (215,1) 977
s (216,1) 963
s (217,1) 329
s (218,1) 724
s (219,1) 806
s (220,1) 386
s (221,1) 264
s (222,1) 79
s (223,1) 733
s (224,1) 493
s (225,1) 639
s (226,1) 424
s (227,1) 205
s (228,1) 905
s (229,1) 666
s (230,1) 56
s (231,1) 754
s (232,1) 699
s (233,1) 230
s (234,1) 820
s (235,1) 748
s (236,1) 160
s (237,1) 267
s (238,1) 854
s (239,1) 22
s (240,1) 592
s (241,1) 654
s (242,1) 345
s (243,1) 896
s (244,1) 304
s (245,1) 122
s (246,1) 410
s (247,1) 188
s (248,1) 735
s (249,1) 203
s (250,1) 283
(1,1) (1,2) 554
(2,1) (2,2) 744
(3,1) (3,2) 38
(4,1) (4,2) 329
(5,1) (5,2) 912
(6,1) (6,2) 726
(7,1) (7,2) 448
(8,1) (8,2) 333
(9,1) (9,2) 530
(10,1) (10,2) 7
(11,1) (11,2) 706
(12,1) (12,2) 55
(13,1) (13,2) 434
(14,1) (14,2) 943
(15,1) (15,2) 118
(16,1) (16,2) 373
(17,1) (17,2) 723
(18,1) (18,2) 21
(19,1) (19,2) 72
(20,1) (20,2) 708
(21,1) (21,2) 592
(22,1) (22,2) 642
(23,1) (23,2) 108
(24,1) (24,2) 590
(25,1) (25,2) 612
(26,1) (26,2) 374
(27,1) (27,2) 824
(28,1) (28,2) 345
(29,1) (29,2) 69
(30,1) (30,2) 804
(31,1) (31,2) 717
(32,1) (32,2) 201
(33,1) (33,2) 115
(34,1) (34,2) 646
(35,1) (35,2) 360
(36,1) (36,2) 403
(37,1) (37,2) 703
(38,1) (38,2) 203
(39,1) (39,2) 527
(40,1) (40,2) 98
(41,1) (41,2) 41
(42,1) (42,2) 141
(43,1) (43,2) 722
(44,1) (44,2) 583
(45,1) (45,2) 890
(46,1) (46,2) 647
(47,1) (47,2) 744
(48,1) (48,2) 593
(49,1) (49,2) 18
(50,1) (50,2) 891
(51,1) (51,2) 299
(52,1) (52,2) 260
(53,1) (53,2) 223
(54,1) (54,2) 274
(55,1) (55,2) 497
(56,1) (56,2) 493
(57,1) (57,2) 228
(58,1) (58,2) 149
(59,1) (59,2) 327
(60,1) (60,2) 244
(61,1) (61,2) 545
(62,1) (62,2) 560
(63,1) (63,2) 4
(64,1) (64,2) 394
(65,1) (65,2) 132
(66,1) (66,2) 958
(67,1) (67,2) 32
(68,1) (68,2) 858
(69,1) (69,2) 292
(70,1) (70,2) 240
(71,1) (71,2) 88
(72,1) (72,2) 428
(73,1) (73,2) 230
(74,1) (74,2) 70
(75,1) (75,2) 446
(76,1) (76,2) 468
(77,1) (77,2) 263
(78,1) (78,2) 984
(79,1) (79,2) 305
(80,1) (80,2) 265
(81,1) (81,2) 332
(82,1) (82,2) 902
(83,1) (83,2) 550
(84,1) (84,2) 626
(85,1) (85,2) 896
(86,1) (86,2) 612
(87,1) (87,2) 698
(88,1) (88,2) 803
(89,1) (89,2) 723
(90,1) (90,2) 89
(91,1) (91,2) 413
(92,1) (92,2) 157
(93,1) (93,2) 268
(94,1) (94,2) 111
(95,1) (95,2) 500
(96,1) (96,2) 395
(97,1) (97,2) 531
(98,1) (98,2) 461
(99,1) (99,2) 732
(100,1) (100,2) 384
(101,1) (101,2) 85
(102,1) (102,2) 199
(103,1) (103,2) 6
(104,1) (104,2) 878
(105,1) (105,2) 453
(106,1) (106,2) 863
(107,1) (107,2) 707
(108,1) (108,2) 586
(109,1) (109,2) 804
(110,1) (110,2) 53
(111,1) (111,2) 933
(112,1) (112,2) 844
(113,1) (113,2) 596
(114,1) (114,2) 906
(115,1) (115,2) 375
(116,1) (116,2) 170
(117,1) (117,2) 367
(118,1) (118,2) 842
(119,1) (119,2) 274
(120,1) (120,2) 131
(121,1) (121,2) 695
(122,1) (122,2) 408
(123,1) (123,2) 22
(124,1) (124,2) 849
(125,1) (125,2) 169
(126,1) (126,2) 195
(127,1) (127,2) 641
(128,1) (128,2) 64
(129,1) (129,2) 435
(130,1) (130,2) 462
(131,1) (131,2) 623
(132,1) (132,2) 619
(133,1) (133,2) 334
(134,1) (134,2) 294
(135,1) (135,2) 54
(136,1) (136,2) 629
(137,1) (137,2) 890
(138,1) (138,2) 12
(139,1) (139,2) 28
(140,1) (140,2) 133
(141,1) (141,2) 397
(142,1) (142,2) 514
(143,1) (143,2) 423
(144,1) (144,2) 827
(145,1) (145,2) 88
(146,1) (146,2) 58
(147,1) (147,2) 529
(148,1) (148,2) 680
(149,1) (149,2) 238
(150,1) (150,2) 650
(151,1) (151,2) 206
(152,1) (152,2) 842
(153,1) (153,2) 514
(154,1) (154,2) 588
(155,1) (155,2) 132
(156,1) (156,2) 396
(157,1) (157,2) 932
(158,1) (158,2) 994
(159,1) (159,2) 606
(160,1) (160,2) 172
(161,1) (161,2) 863
(162,1) (162,2) 343
(163,1) (163,2) 900
(164,1) (164,2) 309
(165,1) (165,2) 986
(166,1) (166,2) 696
(167,1) (167,2) 179
(168,1) (168,2) 421
(169,1) (169,2) 1
(170,1) (170,2) 385
(171,1) (171,2) 181
(172,1) (172,2) 897
(173,1) (173,2) 911
(174,1) (174,2) 380
(175,1) (175,2) 92
(176,1) (176,2) 765
(177,1) (177,2) 354
(178,1) (178,2) 4
(179,1) (179,2) 488
(180,1) (180,2) 504
(181,1) (181,2) 259
(182,1) (182,2) 855
(183,1) (183,2) 42
(184,1) (184,2) 531
(185,1) (185,2) 825
(186,1) (186,2) 2
(187,1) (187,2) 988
(188,1) (188,2) 106
(189,1) (189,2) 969
(190,1) (190,2) 711
(191,1) (191,2) 160
(192,1) (192,2) 963
(193,1) (193,2) 412
(194,1) (194,2) 594
(195,1) (195,2) 146
(196,1) (196,2) 188
(197,1) (197,2) 893
(198,1) (198,2) 753
(199,1) (199,2) 570
(200,1) (200,2) 145
(201,1) (201,2) 285
(202,1) (202,2) 681
(203,1) (203,2) 10
(204,1) (204,2) 451
(205,1) (205,2) 965
(206,1) (206,2) 381
(207,1) (207,2) 952
(208,1) (208,2) 660
(209,1) (209,2) 560
(210,1) (210,2) 538
(211,1) (211,2) 680
(212,1) (212,2) 798
(213,1) (213,2) 850
(214,1) (214,2) 734
(215,1) (215,2) 522
(216,1) (216,2) 91
(217,1) (217,2) 552
(218,1) (218,2) 534
(219,1) (219,2) 379
(220,1) (220,2) 807
(221,1) (221,2) 501
(222,1) (222,2) 479
(223,1) (223,2) 667
(224,1) (224,2) 178
(225,1) (225,2) 247
(226,1) (226,2) 28
(227,1) (227,2) 178
(228,1) (228,2) 850
(229,1) (229,2) 460
(230,1) (230,2) 278
(231,1) (231,2) 879
(232,1) (232,2) 542
(233,1) (233,2) 468
(234,1) (234,2) 850
(235,1) (235,2) 335
(236,1) (236,2) 229
(237,1) (237,2) 236
(238,1) (238,2) 91
(239,1) (239,2) 14
(240,1) (240,2) 700
(241,1) (241,2) 236
(242,1) (242,2) 41
(243,1) (243,2) 189
(244,1) (244,2) 438
(245,1) (245,2) 502
(246,1) (246,2) 546
(247,1) (247,2) 905
(248,1) (248,2) 182
(249,1) (249,2) 483
(250,1) (250,2) 428
(1,2) (1,3) 388
(2,2) (2,3) 624
(3,2) (3,3) 660
(4,2) (4,3) 444
(5,2) (5,3) 442
(6,2) (6,3) 573
(7,2) (7,3) 834
(8,2) (8,3) 313
(9,2) (9,3) 721
(10,2) (10,3) 765
(11,2) (11,3) 962
(12,2) (12,3) 178
(13,2) (13,3) 414
(14,2) (14,3) 87
(15,2) (15,3) 521
(16,2) (16,3) 582
(17,2) (17,3) 56
(18,2) (18,3) 348
(19,2) (19,3) 415
(20,2) (20,3) 970
(21,2) (21,3) 323
(22,2) (22,3) 282
(23,2) (23,3) 395
(24,2) (24,3) 980
(25,2) (25,3) 12
(26,2) (26,3) 508
(27,2) (27,3) 115
(28,2) (28,3) 207
(29,2) (29,3) 604
(30,2) (30,3) 878
(31,2) (31,3) 310
(32,2) (32,3) 183
(33,2) (33,3) 779
(34,2) (34,3) 839
(35,2) (35,3) 345
(36,2) (36,3) 348
(37,2) (37,3) 506
(38,2) (38,3) 735
(39,2) (39,3) 938
(40,2) (40,3) 364
(41,2) (41,3) 812
(42,2) (42,3) 568
(43,2) (43,3) 292
(44,2) (44,3) 809
(45,2) (45,3) 658
(46,2) (46,3) 617
(47,2) (47,3) 647
(48,2) (48,3) 194
(49,2) (49,3) 578
(50,2) (50,3) 548
(51,2) (51,3) 707
(52,2) (52,3) 868
(53,2) (53,3) 3
(54,2) (54,3) 465
(55,2) (55,3) 865
(56,2) (56,3) 721
(57,2) (57,3) 840
(58,2) (58,3) 524
(59,2) (59,3) 262
(60,2) (60,3) 113
(61,2) (61,3) 814
(62,2) (62,3) 26
(63,2) (63,3) 765
(64,2) (64,3) 749
(65,2) (65,3) 92
(66,2) (66,3) 713
(67,2) (67,3) 696
(68,2) (68,3) 651
(69,2) (69,3) 798
(70,2) (70,3) 693
(71,2) (71,3) 59
(72,2) (72,3) 379
(73,2) (73,3) 958
(74,2) (74,3) 22
(75,2) (75,3) 965
(76,2) (76,3) 487
(77,2) (77,3) 239
(78,2) (78,3) 919
(79,2) (79,3) 739
(80,2) (80,3) 993
(81,2) (81,3) 319
(82,2) (82,3) 170
(83,2) (83,3) 35
(84,2) (84,3) 111
(85,2) (85,3) 681
(86,2) (86,3) 614
(87,2) (87,3) 338
(88,2) (88,3) 922
(89,2) (89,3) 396
(90,2) (90,3) 867
(91,2) (91,3) 34
(92,2) (92,3) 53
(93,2) (93,3) 860
(94,2) (94,3) 172
(95,2) (95,3) 988
(96,2) (96,3) 760
(97,2) (97,3) 203
(98,2) (98,3) 850
(99,2) (99,3) 262
(100,2) (100,3) 75
(101,2) (101,3) 963
(102,2) (102,3) 42
(103,2) (103,3) 73
(104,2) (104,3) 296
(105,2) (105,3) 859
(106,2) (106,3) 861
(107,2) (107,3) 89
(108,2) (108,3) 905
(109,2) (109,3) 747
(110,2) (110,3) 710
(111,2) (111,3) 569
(112,2) (112,3) 553
(113,2) (113,3) 661
(114,2) (114,3) 424
(115,2) (115,3) 491
(116,2) (116,3) 679
(117,2) (117,3) 746
(118,2) (118,3) 229
(119,2) (119,3) 418
(120,2) (120,3) 132
(121,2) (121,3) 654
(122,2) (122,3) 723
(123,2) (123,3) 652
(124,2) (124,3) 269
(125,2) (125,3) 298
(126,2) (126,3) 504
(127,2) (127,3) 455
(128,2) (128,3) 837
(129,2) (129,3) 580
(130,2) (130,3) 647
(131,2) (131,3) 598
(132,2) (132,3) 890
(133,2) (133,3) 189
(134,2) (134,3) 939
(135,2) (135,3) 727
(136,2) (136,3) 199
(137,2) (137,3) 879
(138,2) (138,3) 864
(139,2) (139,3) 301
(140,2) (140,3) 650
(141,2) (141,3) 824
(142,2) (142,3) 41
(143,2) (143,3) 102
(144,2) (144,3) 836
(145,2) (145,3) 327
(146,2) (146,3) 123
(147,2) (147,3) 384
(148,2) (148,3) 318
(149,2) (149,3) 626
(150,2) (150,3) 609
(151,2) (151,3) 900
(152,2) (152,3) 731
(153,2) (153,3) 602
(154,2) (154,3) 297
(155,2) (155,3) 175
(156,2) (156,3) 24
(157,2) (157,3) 915
(158,2) (158,3) 724
(159,2) (159,3) 545
(160,2) (160,3) 575
(161,2) (161,3) 188
(162,2) (162,3) 50
(163,2) (163,3) 564
(164,2) (164,3) 603
(165,2) (165,3) 559
(166,2) (166,3) 539
(167,2) (167,3) 931
(168,2) (168,3) 574
(169,2) (169,3) 558
(170,2) (170,3) 539
(171,2) (171,3) 828
(172,2) (172,3) 262
(173,2) (173,3) 875
(174,2) (174,3) 741
(175,2) (175,3) 60
(176,2) (176,3) 399
(177,2) (177,3) 441
(178,2) (178,3) 280
(179,2) (179,3) 173
(180,2) (180,3) 410
(181,2) (181,3) 620
(182,2) (182,3) 7
(183,2) (183,3) 702
(184,2) (184,3) 306
(185,2) (185,3) 482
(186,2) (186,3) 993
(187,2) (187,3) 679
(188,2) (188,3) 7
(189,2) (189,3) 141
(190,2) (190,3) 913
(191,2) (191,3) 744
(192,2) (192,3) 244
(193,2) (193,3) 270
(194,2) (194,3) 401
(195,2) (195,3) 477
(196,2) (196,3) 210
(197,2) (197,3) 167
(198,2) (198,3) 727
(199,2) (199,3) 8
(200,2) (200,3) 592
(201,2) (201,3) 100
(202,2) (202,3) 506
(203,2) (203,3) 411
(204,2) (204,3) 762
(205,2) (205,3) 455
(206,2) (206,3) 525
(207,2) (207,3) 504
(208,2) (208,3) 206
(209,2) (209,3) 135
(210,2) (210,3) 993
(211,2) (211,3) 231
(212,2) (212,3) 518
(213,2) (213,3) 797
(214,2) (214,3) 610
(215,2) (215,3) 667
(216,2) (216,3) 31
(217,2) (217,3) 51
(218,2) (218,3) 992
(219,2) (219,3) 665
(220,2) (220,3) 88
(221,2) (221,3) 809
(222,2) (222,3) 941
(223,2) (223,3) 54
(224,2) (224,3) 118
(225,2) (225,3) 949
(226,2) (226,3) 582
(227,2) (227,3) 292
(228,2) (228,3) 340
(229,2) (229,3) 494
(230,2) (230,3) 699
(231,2) (231,3) 225
(232,2) (232,3) 216
(233,2) (233,3) 30
(234,2) (234,3) 888
(235,2) (235,3) 533
(236,2) (236,3) 769
(237,2) (237,3) 401
(238,2) (238,3) 494
(239,2) (239,3) 253
(240,2) (240,3) 884
(241,2) (241,3) 718
(242,2) (242,3) 268
(243,2) (243,3) 265
(244,2) (244,3) 526
(245,2) (245,3) 625
(246,2) (246,3) 70
(247,2) (247,3) 966
(248,2) (248,3) 284
(249,2) (249,3) 786
(250,2) (250,3) 912
(1,3) (1,4) 40
(2,3) (2,4) 670
(3,3) (3,4) 990
(4,3) (4,4) 324
(5,3) (5,4) 48
(6,3) (6,4) 42
(7,3) (7,4) 823
(8,3) (8,4) 199
(9,3) (9,4) 774
(10,3) (10,4) 356
(11,3) (11,4) 451
(12,3) (12,4) 1
(13,3) (13,4) 460
(14,3) (14,4) 803
(15,3) (15,4) 342
(16,3) (16,4) 651
(17,3) (17,4) 438
(18,3) (18,4) 207
(19,3) (19,4) 461
(20,3) (20,4) 59
(21,3) (21,4) 433
(22,3) (22,4) 231
(23,3) (23,4) 152
(24,3) (24,4) 819
(25,3) (25,4) 919
(26,3) (26,4) 223
(27,3) (27,4) 203
(28,3) (28,4) 808
(29,3) (29,4) 380
(30,3) (30,4) 814
(31,3) (31,4) 978
(32,3) (32,4) 222
(33,3) (33,4) 153
(34,3) (34,4) 733
(35,3) (35,4) 350
(36,3) (36,4) 209
(37,3) (37,4) 610
(38,3) (38,4) 403
(39,3) (39,4) 32
(40,3) (40,4) 526
(41,3) (41,4) 342
(42,3) (42,4) 118
(43,3) (43,4) 728
(44,3) (44,4) 152
(45,3) (45,4) 779
(46,3) (46,4) 981
(47,3) (47,4) 418
(48,3) (48,4) 886
(49,3) (49,4) 291
(50,3) (50,4) 248
(51,3) (51,4) 310
(52,3) (52,4) 553
(53,3) (53,4) 215
(54,3) (54,4) 689
(55,3) (55,4) 43
(56,3) (56,4) 348
(57,3) (57,4) 150
(58,3) (58,4) 875
(59,3) (59,4) 808
(60,3) (60,4) 212
(61,3) (61,4) 690
(62,3) (62,4) 496
(63,3) (63,4) 375
(64,3) (64,4) 383
(65,3) (65,4) 63
(66,3) (66,4) 546
(67,3) (67,4) 749
(68,3) (68,4) 473
(69,3) (69,4) 369
(70,3) (70,4) 95
(71,3) (71,4) 954
(72,3) (72,4) 25
(73,3) (73,4) 313
(74,3) (74,4) 831
(75,3) (75,4) 50
(76,3) (76,4) 930
(77,3) (77,4) 107
(78,3) (78,4) 745
(79,3) (79,4) 317
(80,3) (80,4) 101
(81,3) (81,4) 527
(82,3) (82,4) 673
(83,3) (83,4) 721
(84,3) (84,4) 564
(85,3) (85,4) 922
(86,3) (86,4) 375
(87,3) (87,4) 170
(88,3) (88,4) 377
(89,3) (89,4) 721
(90,3) (90,4) 737
(91,3) (91,4) 868
(92,3) (92,4) 21
(93,3) (93,4) 74
(94,3) (94,4) 688
(95,3) (95,4) 653
(96,3) (96,4) 973
(97,3) (97,4) 142
(98,3) (98,4) 887
(99,3) (99,4) 377
(100,3) (100,4) 287
(101,3) (101,4) 399
(102,3) (102,4) 592
(103,3) (103,4) 626
(104,3) (104,4) 274
(105,3) (105,4) 930
(106,3) (106,4) 66
(107,3) (107,4) 916
(108,3) (108,4) 899
(109,3) (109,4) 104
(110,3) (110,4) 413
(111,3) (111,4) 763
(112,3) (112,4) 980
(113,3) (113,4) 351
(114,3) (114,4) 693
(115,3) (115,4) 466
(116,3) (116,4) 895
(117,3) (117,4) 336
(118,3) (118,4) 188
(119,3) (119,4) 865
(120,3) (120,4) 280
(121,3) (121,4) 829
(122,3) (122,4) 762
(123,3) (123,4) 546
(124,3) (124,4) 88
(125,3) (125,4) 625
(126,3) (126,4) 64
(127,3) (127,4) 432
(128,3) (128,4) 374
(129,3) (129,4) 859
(130,3) (130,4) 355
(131,3) (131,4) 532
(132,3) (132,4) 152
(133,3) (133,4) 632
(134,3) (134,4) 315
(135,3) (135,4) 669
(136,3) (136,4) 639
(137,3) (137,4) 861
(138,3) (138,4) 819
(139,3) (139,4) 419
(140,3) (140,4) 328
(141,3) (141,4) 534
(142,3) (142,4) 435
(143,3) (143,4) 529
(144,3) (144,4) 807
(145,3) (145,4) 958
(146,3) (146,4) 728
(147,3) (147,4) 669
(148,3) (148,4) 14
(149,3) (149,4) 819
(150,3) (150,4) 62
(151,3) (151,4) 196
(152,3) (152,4) 36
(153,3) (153,4) 381
(154,3) (154,4) 388
(155,3) (155,4) 335
(156,3) (156,4) 784
(157,3) (157,4) 331
(158,3) (158,4) 869
(159,3) (159,4) 828
(160,3) (160,4) 724
(161,3) (161,4) 425
(162,3) (162,4) 47
(163,3) (163,4) 995
(164,3) (164,4) 103
(165,3) (165,4) 242
(166,3) (166,4) 812
(167,3) (167,4) 806
(168,3) (168,4) 891
(169,3) (169,4) 655
(170,3) (170,4) 686
(171,3) (171,4) 259
(172,3) (172,4) 77
(173,3) (173,4) 553
(174,3) (174,4) 552
(175,3) (175,4) 729
(176,3) (176,4) 178
(177,3) (177,4) 128
(178,3) (178,4) 295
(179,3) (179,4) 541
(180,3) (180,4) 590
(181,3) (181,4) 832
(182,3) (182,4) 591
(183,3) (183,4) 216
(184,3) (184,4) 880
(185,3) (185,4) 981
(186,3) (186,4) 986
(187,3) (187,4) 326
(188,3) (188,4) 546
(189,3) (189,4) 116
(190,3) (190,4) 595
(191,3) (191,4) 310
(192,3) (192,4) 269
(193,3) (193,4) 149
(194,3) (194,4) 889
(195,3) (195,4) 57
(196,3) (196,4) 921
(197,3) (197,4) 8
(198,3) (198,4) 55
(199,3) (199,4) 785
(200,3) (200,4) 265
(201,3) (201,4) 363
(202,3) (202,4) 480
(203,3) (203,4) 295
(204,3) (204,4) 365
(205,3) (205,4) 21
(206,3) (206,4) 567
(207,3) (207,4) 225
(208,3) (208,4) 545
(209,3) (209,4) 674
(210,3) (210,4) 661
(211,3) (211,4) 678
(212,3) (212,4) 179
(213,3) (213,4) 972
(214,3) (214,4) 212
(215,3) (215,4) 367
(216,3) (216,4) 818
(217,3) (217,4) 50
(218,3) (218,4) 672
(219,3) (219,4) 548
(220,3) (220,4) 546
(221,3) (221,4) 999
(222,3) (222,4) 253
(223,3) (223,4) 624
(224,3) (224,4) 907
(225,3) (225,4) 482
(226,3) (226,4) 428
(227,3) (227,4) 659
(228,3) (228,4) 625
(229,3) (229,4) 86
(230,3) (230,4) 543
(231,3) (231,4) 778
(232,3) (232,4) 423
(233,3) (233,4) 253
(234,3) (234,4) 908
(235,3) (235,4) 668
(236,3) (236,4) 341
(237,3) (237,4) 902
(238,3) (238,4) 982
(239,3) (239,4) 947
(240,3) (240,4) 64
(241,3) (241,4) 15
(242,3) (242,4) 94
(243,3) (243,4) 982
(244,3) (244,4) 224
(245,3) (245,4) 505
(246,3) (246,4) 465
(247,3) (247,4) 791
(248,3) (248,4) 893
(249,3) (249,4) 647
(250,3) (250,4) 91
(1,4) (1,5) 501
(2,4) (2,5) 851
(3,4) (3,5) 906
(4,4) (4,5) 657
(5,4) (5,5) 680
(6,4) (6,5) 612
(7,4) (7,5) 589
(8,4) (8,5) 100
(9,4) (9,5) 485
(10,4) (10,5) 324
(11,4) (11,5) 351
(12,4) (12,5) 945
(13,4) (13,5) 405
(14,4) (14,5) 544
(15,4) (15,5) 674
(16,4) (16,5) 102
(17,4) (17,5) 790
(18,4) (18,5) 808
(19,4) (19,5) 167
(20,4) (20,5) 671
(21,4) (21,5) 373
(22,4) (22,5) 555
(23,4) (23,5) 76
(24,4) (24,5) 638
(25,4) (25,5) 838
(26,4) (26,5) 266
(27,4) (27,5) 620
(28,4) (28,5) 689
(29,4) (29,5) 363
(30,4) (30,5) 621
(31,4) (31,5) 545
(32,4) (32,5) 957
(33,4) (33,5) 181
(34,4) (34,5) 881
(35,4) (35,5) 464
(36,4) (36,5) 177
(37,4) (37,5) 257
(38,4) (38,5) 515
(39,4) (39,5) 144
(40,4) (40,5) 565
(41,4) (41,5) 642
(42,4) (42,5) 886
(43,4) (43,5) 369
(44,4) (44,5) 433
(45,4) (45,5) 831
(46,4) (46,5) 88
(47,4) (47,5) 318
(48,4) (48,5) 394
(49,4) (49,5) 32
(50,4) (50,5) 994
(51,4) (51,5) 902
(52,4) (52,5) 775
(53,4) (53,5) 811
(54,4) (54,5) 895
(55,4) (55,5) 620
(56,4) (56,5) 186
(57,4) (57,5) 525
(58,4) (58,5) 588
(59,4) (59,5) 873
(60,4) (60,5) 162
(61,4) (61,5) 703
(62,4) (62,5) 69
(63,4) (63,5) 299
(64,4) (64,5) 525
(65,4) (65,5) 711
(66,4) (66,5) 537
(67,4) (67,5) 636
(68,4) (68,5) 458
(69,4) (69,5) 671
(70,4) (70,5) 691
(71,4) (71,5) 418
(72,4) (72,5) 676
(73,4) (73,5) 695
(74,4) (74,5) 778
(75,4) (75,5) 526
(76,4) (76,5) 3
(77,4) (77,5) 962
(78,4) (78,5) 578
(79,4) (79,5) 267
(80,4) (80,5) 461
(81,4) (81,5) 343
(82,4) (82,5) 369
(83,4) (83,5) 613
(84,4) (84,5) 450
(85,4) (85,5) 255
(86,4) (86,5) 686
(87,4) (87,5) 892
(88,4) (88,5) 317
(89,4) (89,5) 629
(90,4) (90,5) 187
(91,4) (91,5) 755
(92,4) (92,5) 366
(93,4) (93,5) 439
(94,4) (94,5) 859
(95,4) (95,5) 513
(96,4) (96,5) 452
(97,4) (97,5) 576
(98,4) (98,5) 974
(99,4) (99,5) 644
(100,4) (100,5) 664
(101,4) (101,5) 807
(102,4) (102,5) 82
(103,4) (103,5) 524
(104,4) (104,5) 940
(105,4) (105,5) 535
(106,4) (106,5) 972
(107,4) (107,5) 91
(108,4) (108,5) 747
(109,4) (109,5) 60
(110,4) (110,5) 348
(111,4) (111,5) 631
(112,4) (112,5) 954
(113,4) (113,5) 911
(114,4) (114,5) 958
(115,4) (115,5) 282
(116,4) (116,5) 420
(117,4) (117,5) 750
(118,4) (118,5) 605
(119,4) (119,5) 343
(120,4) (120,5) 547
(121,4) (121,5) 987
(122,4) (122,5) 642
(123,4) (123,5) 56
(124,4) (124,5) 466
(125,4) (125,5) 383
(126,4) (126,5) 810
(127,4) (127,5) 752
(128,4) (128,5) 712
(129,4) (129,5) 699
(130,4) (130,5) 405
(131,4) (131,5) 178
(132,4) (132,5) 438
(133,4) (133,5) 619
(134,4) (134,5) 811
(135,4) (135,5) 317
(136,4) (136,5) 306
(137,4) (137,5) 536
(138,4) (138,5) 665
(139,4) (139,5) 28
(140,4) (140,5) 812
(141,4) (141,5) 816
(142,4) (142,5) 769
(143,4) (143,5) 198
(144,4) (144,5) 501
(145,4) (145,5) 347
(146,4) (146,5) 664
(147,4) (147,5) 727
(148,4) (148,5) 984
(149,4) (149,5) 445
(150,4) (150,5) 912
(151,4) (151,5) 441
(152,4) (152,5) 177
(153,4) (153,5) 699
