s (1,1) 761
(17,1) (17,2) 65
(18,1) (18,2) 181
(19,1) (19,2) 77
(20,1) (20,2) 526
(21,1) (21,2) 500
(22,1) (22,2) 663
(23,1) (23,2) 726
(24,1) (24,2) 972
(25,1) (25,2) 873
(26,1) (26,2) 937
(27,1) (27,2) 924
(28,1) (28,2) 453
(29,1) (29,2) 723
(30,1) (30,2) 417
(31,1) (31,2) 220
(32,1) (32,2) 352
(33,1) (33,2) 6
(34,1) (34,2) 43
(35,1) (35,2) 35
(36,1) (36,2) 700
(37,1) (37,2) 822
(38,1) (38,2) 382
(39,1) (39,2) 306
(40,1) (40,2) 636
(41,1) (41,2) 575
(42,1) (42,2) 44
(43,1) (43,2) 287
(44,1) (44,2) 255
(45,1) (45,2) 602
(46,1) (46,2) 303
(47,1) (47,2) 849
(48,1) (48,2) 501
(49,1) (49,2) 792
(50,1) (50,2) 502
(51,1) (51,2) 423
(52,1) (52,2) 490
(53,1) (53,2) 694
(54,1) (54,2) 327
(55,1) (55,2) 958
(56,1) (56,2) 143
(57,1) (57,2) 413
(58,1) (58,2) 814
(59,1) (59,2) 406
(60,1) (60,2) 166
(61,1) (61,2) 501
(62,1) (62,2) 12
(63,1) (63,2) 303
(64,1) (64,2) 331
(65,1) (65,2) 774
(66,1) (66,2) 195
(67,1) (67,2) 637
(68,1) (68,2) 107
(69,1) (69,2) 75
(70,1) (70,2) 381
(71,1) (71,2) 829
(72,1) (72,2) 148
(73,1) (73,2) 139
(74,1) (74,2) 941
(75,1) (75,2) 411
(76,1) (76,2) 651
(77,1) (77,2) 549
(78,1) (78,2) 629
(79,1) (79,2) 362
(80,1) (80,2) 541
(81,1) (81,2) 495
(82,1) (82,2) 174
(83,1) (83,2) 55
(84,1) (84,2) 141
(85,1) (85,2) 67
(86,1) (86,2) 142
(87,1) (87,2) 370
(88,1) (88,2) 740
(89,1) (89,2) 975
(90,1) (90,2) 564
(91,1) (91,2) 33
(92,1) (92,2) 583
(93,1) (93,2) 824
(94,1) (94,2) 135
(95,1) (95,2) 931
(96,1) (96,2) 122
(97,1) (97,2) 658
(98,1) (98,2) 188
(99,1) (99,2) 222
(100,1) (100,2) 835
(101,1) (101,2) 5
(102,1) (102,2) 894
(103,1) (103,2) 150
(104,1) (104,2) 945
(105,1) (105,2) 744
(106,1) (106,2) 584
(107,1) (107,2) 43
(108,1) (108,2) 746
(109,1) (109,2) 651
(110,1) (110,2) 358
(111,1) (111,2) 77
(112,1) (112,2) 212
(113,1) (113,2) 276
(114,1) (114,2) 834
(115,1) (115,2) 575
(116,1) (116,2) 83
(117,1) (117,2) 560
(118,1) (118,2) 114
(119,1) (119,2) 157
(120,1) (120,2) 521
(121,1) (121,2) 715
(122,1) (122,2) 950
(123,1) (123,2) 219
(124,1) (124,2) 788
(125,1) (125,2) 846
(126,1) (126,2) 823
(127,1) (127,2) 35
(128,1) (128,2) 506
(129,1) (129,2) 964
(130,1) (130,2) 315
(131,1) (131,2) 914
(132,1) (132,2) 615
(133,1) (133,2) 945
(134,1) (134,2) 597
(135,1) (135,2) 80
(136,1) (136,2) 791
(137,1) (137,2) 95
(138,1) (138,2) 890
(139,1) (139,2) 715
(140,1) (140,2) 687
(141,1) (141,2) 927
(142,1) (142,2) 662
(143,1) (143,2) 871
(144,1) (144,2) 541
(145,1) (145,2) 656
(146,1) (146,2) 637
(147,1) (147,2) 748
(148,1) (148,2) 40
(149,1) (149,2) 543
(150,1) (150,2) 301
(151,1) (151,2) 203
(152,1) (152,2) 673
(153,1) (153,2) 268
(154,1) (154,2) 449
(155,1) (155,2) 78
(156,1) (156,2) 513
(157,1) (157,2) 812
(158,1) (158,2) 392
(159,1) (159,2) 916
(160,1) (160,2) 685
(161,1) (161,2) 912
(162,1) (162,2) 420
(163,1) (163,2) 453
(164,1) (164,2) 493
(165,1) (165,2) 562
(166,1) (166,2) 743
(167,1) (167,2) 168
(168,1) (168,2) 826
(169,1) (169,2) 751
(170,1) (170,2) 502
(171,1) (171,2) 647
(172,1) (172,2) 173
(173,1) (173,2) 277
(174,1) (174,2) 434
(175,1) (175,2) 891
(176,1) (176,2) 500
(177,1) (177,2) 434
(178,1) (178,2) 860
(179,1) (179,2) 570
(180,1) (180,2) 863
(181,1) (181,2) 726
(182,1) (182,2) 589
(183,1) (183,2) 537
(184,1) (184,2) 209
(185,1) (185,2) 943
(186,1) (186,2) 704
(187,1) (187,2) 943
(188,1) (188,2) 370
(189,1) (189,2) 903
(190,1) (190,2) 999
(191,1) (191,2) 377
(192,1) (192,2) 233
(193,1) (193,2) 748
(194,1) (194,2) 641
(195,1) (195,2) 227
(196,1) (196,2) 215
(197,1) (197,2) 883
(198,1) (198,2) 990
(199,1) (199,2) 937
(200,1) (200,2) 639
(201,1) (201,2) 146
(202,1) (202,2) 833
(203,1) (203,2) 803
(204,1) (204,2) 745
(205,1) (205,2) 617
(206,1) (206,2) 404
(207,1) (207,2) 526
(208,1) (208,2) 189
(209,1) (209,2) 980
(210,1) (210,2) 650
(211,1) (211,2) 189
(212,1) (212,2) 45
(213,1) (213,2) 448
(214,1) (214,2) 685
(215,1) (215,2) 411
(216,1) (216,2) 764
(217,1) (217,2) 519
(218,1) (218,2) 664
(219,1) (219,2) 3
(220,1) (220,2) 58
(221,1) (221,2) 754
(222,1) (222,2) 422
(223,1) (223,2) 46
(224,1) (224,2) 729
(225,1) (225,2) 218
(226,1) (226,2) 705
(227,1) (227,2) 360
(228,1) (228,2) 858
(229,1) (229,2) 738
(230,1) (230,2) 919
(231,1) (231,2) 424
(232,1) (232,2) 841
(233,1) (233,2) 221
(234,1) (234,2) 919
(235,1) (235,2) 338
(236,1) (236,2) 703
(237,1) (237,2) 120
(238,1) (238,2) 809
(239,1) (239,2) 819
(240,1) (240,2) 685
(241,1) (241,2) 475
(242,1) (242,2) 68
(243,1) (243,2) 32
(244,1) (244,2) 870
(245,1) (245,2) 377
(246,1) (246,2) 545
(247,1) (247,2) 444
(248,1) (248,2) 406
(249,1) (249,2) 329
(250,1) (250,2) 740
(1,2) (1,3) 540
(2,2) (2,3) 823
(3,2) (3,3) 121
(4,2) (4,3) 658
(5,2) (5,3) 816
(6,2) (6,3) 626
(7,2) (7,3) 78
(8,2) (8,3) 686
(9,2) (9,3) 512
(10,2) (10,3) 650
(11,2) (11,3) 859
(12,2) (12,3) 934
(13,2) (13,3) 168
(14,2) (14,3) 28
(15,2) (15,3) 459
(16,2) (16,3) 579
(17,2) (17,3) 562
(18,2) (18,3) 978
(19,2) (19,3) 748
(20,2) (20,3) 198
(21,2) (21,3) 455
(22,2) (22,3) 783
(23,2) (23,3) 834
(24,2) (24,3) 517
(25,2) (25,3) 81
(26,2) (26,3) 590
(27,2) (27,3) 821
(28,2) (28,3) 324
(29,2) (29,3) 40
(30,2) (30,3) 907
(31,2) (31,3) 241
(32,2) (32,3) 297
(33,2) (33,3) 839
(34,2) (34,3) 643
(35,2) (35,3) 976
(36,2) (36,3) 216
(37,2) (37,3) 762
(38,2) (38,3) 919
(39,2) (39,3) 78
(40,2) (40,3) 677
(41,2) (41,3) 494
(42,2) (42,3) 266
(43,2) (43,3) 48
(44,2) (44,3) 552
(45,2) (45,3) 373
(46,2) (46,3) 300
(47,2) (47,3) 225
(48,2) (48,3) 857
(49,2) (49,3) 709
(50,2) (50,3) 864
(51,2) (51,3) 267
(52,2) (52,3) 77
(53,2) (53,3) 892
(54,2) (54,3) 760
(55,2) (55,3) 863
(56,2) (56,3) 210
(57,2) (57,3) 995
(58,2) (58,3) 1000
(59,2) (59,3) 921
(60,2) (60,3) 108
(61,2) (61,3) 107
(62,2) (62,3) 264
(63,2) (63,3) 626
(64,2) (64,3) 682
(65,2) (65,3) 224
(66,2) (66,3) 210
(67,2) (67,3) 635
(68,2) (68,3) 162
(69,2) (69,3) 721
(70,2) (70,3) 100
(71,2) (71,3) 908
(72,2) (72,3) 817
(73,2) (73,3) 656
(74,2) (74,3) 16
(75,2) (75,3) 422
(76,2) (76,3) 599
(77,2) (77,3) 244
(78,2) (78,3) 222
(79,2) (79,3) 515
(80,2) (80,3) 879
(81,2) (81,3) 697
(82,2) (82,3) 339
(83,2) (83,3) 936
(84,2) (84,3) 228
(85,2) (85,3) 129
(86,2) (86,3) 618
(87,2) (87,3) 451
(88,2) (88,3) 630
(89,2) (89,3) 737
(90,2) (90,3) 521
(91,2) (91,3) 215
(92,2) (92,3) 868
(93,2) (93,3) 570
(94,2) (94,3) 495
(95,2) (95,3) 177
(96,2) (96,3) 476
(97,2) (97,3) 987
(98,2) (98,3) 994
(99,2) (99,3) 319
(100,2) (100,3) 750
(101,2) (101,3) 808
(102,2) (102,3) 917
(103,2) (103,3) 44
(104,2) (104,3) 390
(105,2) (105,3) 616
(106,2) (106,3) 510
(107,2) (107,3) 250
(108,2) (108,3) 112
(109,2) (109,3) 656
(110,2) (110,3) 525
(111,2) (111,3) 652
(112,2) (112,3) 462
(113,2) (113,3) 40
(114,2) (114,3) 736
(115,2) (115,3) 863
(116,2) (116,3) 333
(117,2) (117,3) 495
(118,2) (118,3) 3
(119,2) (119,3) 709
(120,2) (120,3) 790
(121,2) (121,3) 409
(122,2) (122,3) 437
(123,2) (123,3) 501
(124,2) (124,3) 736
(125,2) (125,3) 553
(126,2) (126,3) 583
(127,2) (127,3) 466
(128,2) (128,3) 522
(129,2) (129,3) 747
(130,2) (130,3) 197
(131,2) (131,3) 446
(132,2) (132,3) 678
(133,2) (133,3) 243
(134,2) (134,3) 190
(135,2) (135,3) 683
(136,2) (136,3) 122
(137,2) (137,3) 532
(138,2) (138,3) 337
(139,2) (139,3) 975
(140,2) (140,3) 72
(141,2) (141,3) 302
(142,2) (142,3) 421
(143,2) (143,3) 105
(144,2) (144,3) 916
(145,2) (145,3) 287
(146,2) (146,3) 635
(147,2) (147,3) 932
(148,2) (148,3) 278
(149,2) (149,3) 140
(150,2) (150,3) 655
(151,2) (151,3) 839
(152,2) (152,3) 61
(153,2) (153,3) 869
(154,2) (154,3) 936
(155,2) (155,3) 894
(156,2) (156,3) 676
(157,2) (157,3) 43
(158,2) (158,3) 977
(159,2) (159,3) 241
(160,2) (160,3) 993
(161,2) (161,3) 534
(162,2) (162,3) 696
(163,2) (163,3) 70
(164,2) (164,3) 120
(165,2) (165,3) 63
(166,2) (166,3) 364
(167,2) (167,3) 141
(168,2) (168,3) 646
(169,2) (169,3) 6
(170,2) (170,3) 572
(171,2) (171,3) 193
(172,2) (172,3) 481
(173,2) (173,3) 577
(174,2) (174,3) 251
(175,2) (175,3) 542
(176,2) (176,3) 885
(177,2) (177,3) 490
(178,2) (178,3) 759
(179,2) (179,3) 259
(180,2) (180,3) 633
(181,2) (181,3) 604
(182,2) (182,3) 936
(183,2) (183,3) 134
(184,2) (184,3) 112
(185,2) (185,3) 922
(186,2) (186,3) 774
(187,2) (187,3) 646
(188,2) (188,3) 708
(189,2) (189,3) 300
(190,2) (190,3) 123
(191,2) (191,3) 633
(192,2) (192,3) 829
(193,2) (193,3) 815
(194,2) (194,3) 167
(195,2) (195,3) 690
(196,2) (196,3) 718
(197,2) (197,3) 191
(198,2) (198,3) 410
(199,2) (199,3) 590
(200,2) (200,3) 185
(201,2) (201,3) 883
(202,2) (202,3) 645
(203,2) (203,3) 644
(204,2) (204,3) 529
(205,2) (205,3) 421
(206,2) (206,3) 978
(207,2) (207,3) 7
(208,2) (208,3) 484
(209,2) (209,3) 965
(210,2) (210,3) 89
(211,2) (211,3) 353
(212,2) (212,3) 940
(213,2) (213,3) 722
(214,2) (214,3) 36
(215,2) (215,3) 829
(216,2) (216,3) 883
(217,2) (217,3) 644
(218,2) (218,3) 514
(219,2) (219,3) 57
(220,2) (220,3) 476
(221,2) (221,3) 800
(222,2) (222,3) 328
(223,2) (223,3) 526
(224,2) (224,3) 209
(225,2) (225,3) 841
(226,2) (226,3) 6
(227,2) (227,3) 390
(228,2) (228,3) 422
(229,2) (229,3) 992
(230,2) (230,3) 301
(231,2) (231,3) 793
(232,2) (232,3) 924
(233,2) (233,3) 335
(234,2) (234,3) 926
(235,2) (235,3) 324
(236,2) (236,3) 794
(237,2) (237,3) 71
(238,2) (238,3) 302
(239,2) (239,3) 687
(240,2) (240,3) 678
(241,2) (241,3) 556
(242,2) (242,3) 453
(243,2) (243,3) 264
(244,2) (244,3) 177
(245,2) (245,3) 162
(246,2) (246,3) 406
(247,2) (247,3) 425
(248,2) (248,3) 833
(249,2) (249,3) 567
(250,2) (250,3) 913
(1,3) (1,4) 603
(2,3) (2,4) 888
(3,3) (3,4) 389
(4,3) (4,4) 996
(5,3) (5,4) 358
(6,3) (6,4) 513
(7,3) (7,4) 297
(8,3) (8,4) 32
(9,3) (9,4) 286
(10,3) (10,4) 995
(11,3) (11,4) 349
(12,3) (12,4) 944
(13,3) (13,4) 107
(14,3) (14,4) 774
(15,3) (15,4) 182
(16,3) (16,4) 436
(17,3) (17,4) 261
(18,3) (18,4) 482
(19,3) (19,4) 411
(20,3) (20,4) 931
(21,3) (21,4) 154
(22,3) (22,4) 646
(23,3) (23,4) 891
(24,3) (24,4) 927
(25,3) (25,4) 150
(26,3) (26,4) 198
(27,3) (27,4) 105
(28,3) (28,4) 170
(29,3) (29,4) 166
(30,3) (30,4) 711
(31,3) (31,4) 359
(32,3) (32,4) 175
(33,3) (33,4) 753
(34,3) (34,4) 524
(35,3) (35,4) 92
(36,3) (36,4) 435
(37,3) (37,4) 75
(38,3) (38,4) 90
(39,3) (39,4) 500
(40,3) (40,4) 635
(41,3) (41,4) 775
(42,3) (42,4) 472
(43,3) (43,4) 354
(44,3) (44,4) 743
(45,3) (45,4) 256
(46,3) (46,4) 416
(47,3) (47,4) 804
(48,3) (48,4) 683
(49,3) (49,4) 356
(50,3) (50,4) 571
(51,3) (51,4) 771
(52,3) (52,4) 638
(53,3) (53,4) 790
(54,3) (54,4) 153
(55,3) (55,4) 382
(56,3) (56,4) 995
(57,3) (57,4) 358
(58,3) (58,4) 534
(59,3) (59,4) 202
(60,3) (60,4) 69
(61,3) (61,4) 279
(62,3) (62,4) 592
(63,3) (63,4) 656
(64,3) (64,4) 184
(65,3) (65,4) 53
(66,3) (66,4) 44
(67,3) (67,4) 667
(68,3) (68,4) 98
(69,3) (69,4) 769
(70,3) (70,4) 328
(71,3) (71,4) 420
(72,3) (72,4) 937
(73,3) (73,4) 91
(74,3) (74,4) 779
(75,3) (75,4) 580
(76,3) (76,4) 270
(77,3) (77,4) 835
(78,3) (78,4) 89
(79,3) (79,4) 693
(80,3) (80,4) 334
(81,3) (81,4) 827
(82,3) (82,4) 67
(83,3) (83,4) 557
(84,3) (84,4) 994
(85,3) (85,4) 437
(86,3) (86,4) 147
(87,3) (87,4) 512
(88,3) (88,4) 996
(89,3) (89,4) 572
(90,3) (90,4) 517
(91,3) (91,4) 922
(92,3) (92,4) 778
(93,3) (93,4) 729
(94,3) (94,4) 200
(95,3) (95,4) 558
(96,3) (96,4) 591
(97,3) (97,4) 741
(98,3) (98,4) 492
(99,3) (99,4) 989
(100,3) (100,4) 452
(101,3) (101,4) 766
(102,3) (102,4) 998
(103,3) (103,4) 446
(104,3) (104,4) 334
(105,3) (105,4) 840
(106,3) (106,4) 215
(107,3) (107,4) 478
(108,3) (108,4) 393
(109,3) (109,4) 129
(110,3) (110,4) 251
(111,3) (111,4) 189
(112,3) (112,4) 715
(113,3) (113,4) 248
(114,3) (114,4) 332
(115,3) (115,4) 741
(116,3) (116,4) 499
(117,3) (117,4) 539
(118,3) (118,4) 7
(119,3) (119,4) 391
(120,3) (120,4) 575
(121,3) (121,4) 412
(122,3) (122,4) 886
(123,3) (123,4) 636
(124,3) (124,4) 301
(125,3) (125,4) 136
(126,3) (126,4) 444
(127,3) (127,4) 996
(128,3) (128,4) 602
(129,3) (129,4) 436
(130,3) (130,4) 248
(131,3) (131,4) 287
(132,3) (132,4) 510
(133,3) (133,4) 252
(134,3) (134,4) 513
(135,3) (135,4) 558
(136,3) (136,4) 184
(137,3) (137,4) 665
(138,3) (138,4) 528
(139,3) (139,4) 381
(140,3) (140,4) 37
(141,3) (141,4) 821
(142,3) (142,4) 386
(143,3) (143,4) 503
(144,3) (144,4) 556
(145,3) (145,4) 14
(146,3) (146,4) 820
(147,3) (147,4) 998
(148,3) (148,4) 669
(149,3) (149,4) 750
(150,3) (150,4) 137
(151,3) (151,4) 69
(152,3) (152,4) 936
(153,3) (153,4) 811
(154,3) (154,4) 543
(155,3) (155,4) 276
(156,3) (156,4) 851
(157,3) (157,4) 799
(158,3) (158,4) 232
(159,3) (159,4) 640
(160,3) (160,4) 371
(161,3) (161,4) 822
(162,3) (162,4) 452
(163,3) (163,4) 812
(164,3) (164,4) 650
(165,3) (165,4) 199
(166,3) (166,4) 548
(167,3) (167,4) 928
(168,3) (168,4) 209
(169,3) (169,4) 186
(170,3) (170,4) 265
(171,3) (171,4) 204
(172,3) (172,4) 45
(173,3) (173,4) 612
(174,3) (174,4) 347
(175,3) (175,4) 41
(176,3) (176,4) 334
(177,3) (177,4) 754
(178,3) (178,4) 126
(179,3) (179,4) 364
(180,3) (180,4) 813
(181,3) (181,4) 239
(182,3) (182,4) 798
(183,3) (183,4) 832
(184,3) (184,4) 747
(185,3) (185,4) 843
(186,3) (186,4) 899
(187,3) (187,4) 607
(188,3) (188,4) 150
(189,3) (189,4) 891
(190,3) (190,4) 559
(191,3) (191,4) 316
(192,3) (192,4) 158
(193,3) (193,4) 431
(194,3) (194,4) 557
(195,3) (195,4) 760
(196,3) (196,4) 622
(197,3) (197,4) 125
(198,3) (198,4) 4
(199,3) (199,4) 840
(200,3) (200,4) 119
(201,3) (201,4) 951
(202,3) (202,4) 120
(203,3) (203,4) 343
(204,3) (204,4) 270
(205,3) (205,4) 618
(206,3) (206,4) 586
(207,3) (207,4) 653
(208,3) (208,4) 509
(209,3) (209,4) 990
(210,3) (210,4) 549
(211,3) (211,4) 884
(212,3) (212,4) 62
(213,3) (213,4) 261
(214,3) (214,4) 873
(215,3) (215,4) 418
(216,3) (216,4) 684
(217,3) (217,4) 970
(218,3) (218,4) 374
(219,3) (219,4) 784
(220,3) (220,4) 820
(221,3) (221,4) 400
(222,3) (222,4) 766
(223,3) (223,4) 158
(224,3) (224,4) 689
(225,3) (225,4) 876
(226,3) (226,4) 941
(227,3) (227,4) 872
(228,3) (228,4) 542
(229,3) (229,4) 712
(230,3) (230,4) 980
(231,3) (231,4) 905
(232,3) (232,4) 531
(233,3) (233,4) 540
(234,3) (234,4) 792
(235,3) (235,4) 275
(236,3) (236,4) 410
(237,3) (237,4) 843
(238,3) (238,4) 410
(239,3) (239,4) 24
(240,3) (240,4) 292
(241,3) (241,4) 871
(242,3) (242,4) 391
(243,3) (243,4) 961
(244,3) (244,4) 37
(245,3) (245,4) 818
(246,3) (246,4) 48
(247,3) (247,4) 232
(248,3) (248,4) 494
(249,3) (249,4) 747
(250,3) (250,4) 84
(1,4) (1,5) 107
(2,4) (2,5) 777
(3,4) (3,5) 57
(4,4) (4,5) 528
(5,4) (5,5) 896
(6,4) (6,5) 670
(7,4) (7,5) 703
(8,4) (8,5) 881
(9,4) (9,5) 687
(10,4) (10,5) 956
(11,4) (11,5) 236
(12,4) (12,5) 257
(13,4) (13,5) 65
(14,4) (14,5) 580
(15,4) (15,5) 574
(16,4) (16,5) 605
(17,4) (17,5) 291
(18,4) (18,5) 247
(19,4) (19,5) 730
(20,4) (20,5) 479
(21,4) (21,5) 103
(22,4) (22,5) 784
(23,4) (23,5) 914
(24,4) (24,5) 175
(25,4) (25,5) 575
(26,4) (26,5) 468
(27,4) (27,5) 643
(28,4) (28,5) 508
(29,4) (29,5) 766
(30,4) (30,5) 294
(31,4) (31,5) 410
(32,4) (32,5) 433
(33,4) (33,5) 357
(34,4) (34,5) 991
(35,4) (35,5) 795
(36,4) (36,5) 258
(37,4) (37,5) 191
(38,4) (38,5) 3
(39,4) (39,5) 422
(40,4) (40,5) 117
(41,4) (41,5) 130
(42,4) (42,5) 318
(43,4) (43,5) 542
(44,4) (44,5) 326
(45,4) (45,5) 899
(46,4) (46,5) 61
(47,4) (47,5) 743
(48,4) (48,5) 531
(49,4) (49,5) 52
(50,4) (50,5) 753
(51,4) (51,5) 28
(52,4) (52,5) 958
(53,4) (53,5) 884
(54,4) (54,5) 525
(55,4) (55,5) 866
(56,4) (56,5) 425
(57,4) (57,5) 795
(58,4) (58,5) 273
(59,4) (59,5) 876
(60,4) (60,5) 299
(61,4) (61,5) 656
(62,4) (62,5) 920
(63,4) (63,5) 931
(64,4) (64,5) 488
(65,4) (65,5) 154
(66,4) (66,5) 284
(67,4) (67,5) 2
(68,4) (68,5) 240
(69,4) (69,5) 631
(70,4) (70,5) 130
(71,4) (71,5) 964
(72,4) (72,5) 14
(73,4) (73,5) 340
(74,4) (74,5) 111
(75,4) (75,5) 2
(76,4) (76,5) 336
(77,4) (77,5) 650
(78,4) (78,5) 905
(79,4) (79,5) 285
(80,4) (80,5) 670
(81,4) (81,5) 217
(82,4) (82,5) 354
(83,4) (83,5) 140
(84,4) (84,5) 867
(85,4) (85,5) 92
(86,4) (86,5) 119
(87,4) (87,5) 883
(88,4) (88,5) 129
(89,4) (89,5) 392
(90,4) (90,5) 360
(91,4) (91,5) 808
(92,4) (92,5) 665
(93,4) (93,5) 378
(94,4) (94,5) 440
(95,4) (95,5) 539
(96,4) (96,5) 263
(97,4) (97,5) 124
(98,4) (98,5) 291
(99,4) (99,5) 953
(100,4) (100,5) 636
(101,4) (101,5) 172
(102,4) (102,5) 503
(103,4) (103,5) 21
(104,4) (104,5) 246
(105,4) (105,5) 354
(106,4) (106,5) 795
(107,4) (107,5) 620
(108,4) (108,5) 122
(109,4) (109,5) 99
(110,4) (110,5) 501
(111,4) (111,5) 827
(112,4) (112,5) 898
(113,4) (113,5) 839
(114,4) (114,5) 488
(115,4) (115,5) 847
(116,4) (116,5) 553
(117,4) (117,5) 603
(118,4) (118,5) 978
(119,4) (119,5) 657
(120,4) (120,5) 826
(121,4) (121,5) 867
(122,4) (122,5) 643
(123,4) (123,5) 516
(124,4) (124,5) 985
(125,4) (125,5) 448
(126,4) (126,5) 793
(127,4) (127,5) 524
(128,4) (128,5) 889
(129,4) (129,5) 226
(130,4) (130,5) 521
(131,4) (131,5) 285
(132,4) (132,5) 365
(133,4) (133,5) 730
(134,4) (134,5) 840
(135,4) (135,5) 949
(136,4) (136,5) 858
(137,4) (137,5) 159
(138,4) (138,5) 759
(139,4) (139,5) 231
(140,4) (140,5) 969
(141,4) (141,5) 555
(142,4) (142,5) 909
(143,4) (143,5) 437
(144,4) (144,5) 859
(145,4) (145,5) 592
(146,4) (146,5) 430
(147,4) (147,5) 345
(148,4) (148,5) 125
(149,4) (149,5) 413
(150,4) (150,5) 729
(151,4) (151,5) 840
(152,4) (152,5) 18
(153,4) (153,5) 223
