s (1,1) 500
(85,2) (85,3) 351
(86,2) (86,3) 575
(87,2) (87,3) 315
(88,2) (88,3) 264
(89,2) (89,3) 143
(90,2) (90,3) 732
(91,2) (91,3) 328
(92,2) (92,3) 612
(93,2) (93,3) 853
(94,2) (94,3) 131
(95,2) (95,3) 355
(96,2) (96,3) 726
(97,2) (97,3) 317
(98,2) (98,3) 461
(99,2) (99,3) 431
(100,2) (100,3) 901
(101,2) (101,3) 975
(102,2) (102,3) 276
(103,2) (103,3) 395
(104,2) (104,3) 156
(105,2) (105,3) 641
(106,2) (106,3) 354
(107,2) (107,3) 374
(108,2) (108,3) 877
(109,2) (109,3) 887
(110,2) (110,3) 66
(111,2) (111,3) 219
(112,2) (112,3) 500
(113,2) (113,3) 244
(114,2) (114,3) 427
(115,2) (115,3) 625
(116,2) (116,3) 596
(117,2) (117,3) 808
(118,2) (118,3) 611
(119,2) (119,3) 554
(120,2) (120,3) 488
(121,2) (121,3) 286
(122,2) (122,3) 616
(123,2) (123,3) 702
(124,2) (124,3) 111
(125,2) (125,3) 17
(126,2) (126,3) 930
(127,2) (127,3) 19
(128,2) (128,3) 306
(129,2) (129,3) 922
(130,2) (130,3) 532
(131,2) (131,3) 563
(132,2) (132,3) 410
(133,2) (133,3) 257
(134,2) (134,3) 641
(135,2) (135,3) 354
(136,2) (136,3) 114
(137,2) (137,3) 829
(138,2) (138,3) 947
(139,2) (139,3) 123
(140,2) (140,3) 44
(141,2) (141,3) 905
(142,2) (142,3) 342
(143,2) (143,3) 526
(144,2) (144,3) 351
(145,2) (145,3) 926
(146,2) (146,3) 299
(147,2) (147,3) 480
(148,2) (148,3) 678
(149,2) (149,3) 719
(150,2) (150,3) 1
(151,2) (151,3) 254
(152,2) (152,3) 44
(153,2) (153,3) 573
(154,2) (154,3) 782
(155,2) (155,3) 967
(156,2) (156,3) 315
(157,2) (157,3) 31
(158,2) (158,3) 620
(159,2) (159,3) 174
(160,2) (160,3) 381
(161,2) (161,3) 853
(162,2) (162,3) 758
(163,2) (163,3) 465
(164,2) (164,3) 713
(165,2) (165,3) 673
(166,2) (166,3) 113
(167,2) (167,3) 817
(168,2) (168,3) 799
(169,2) (169,3) 107
(170,2) (170,3) 72
(171,2) (171,3) 966
(172,2) (172,3) 527
(173,2) (173,3) 440
(174,2) (174,3) 855
(175,2) (175,3) 405
(176,2) (176,3) 323
(177,2) (177,3) 158
(178,2) (178,3) 585
(179,2) (179,3) 241
(180,2) (180,3) 484
(181,2) (181,3) 735
(182,2) (182,3) 597
(183,2) (183,3) 340
(184,2) (184,3) 74
(185,2) (185,3) 359
(186,2) (186,3) 443
(187,2) (187,3) 656
(188,2) (188,3) 198
(189,2) (189,3) 491
(190,2) (190,3) 309
(191,2) (191,3) 607
(192,2) (192,3) 857
(193,2) (193,3) 568
(194,2) (194,3) 624
(195,2) (195,3) 147
(196,2) (196,3) 512
(197,2) (197,3) 325
(198,2) (198,3) 610
(199,2) (199,3) 547
(200,2) (200,3) 159
(201,2) (201,3) 375
(202,2) (202,3) 541
(203,2) (203,3) 314
(204,2) (204,3) 561
(205,2) (205,3) 775
(206,2) (206,3) 337
(207,2) (207,3) 5
(208,2) (208,3) 498
(209,2) (209,3) 713
(210,2) (210,3) 528
(211,2) (211,3) 857
(212,2) (212,3) 876
(213,2) (213,3) 540
(214,2) (214,3) 523
(215,2) (215,3) 879
(216,2) (216,3) 709
(217,2) (217,3) 793
(218,2) (218,3) 475
(219,2) (219,3) 574
(220,2) (220,3) 354
(221,2) (221,3) 402
(222,2) (222,3) 905
(223,2) (223,3) 195
(224,2) (224,3) 685
(225,2) (225,3) 464
(226,2) (226,3) 150
(227,2) (227,3) 318
(228,2) (228,3) 681
(229,2) (229,3) 841
(230,2) (230,3) 398
(231,2) (231,3) 340
(232,2) (232,3) 902
(233,2) (233,3) 900
(234,2) (234,3) 479
(235,2) (235,3) 749
(236,2) (236,3) 608
(237,2) (237,3) 594
(238,2) (238,3) 305
(239,2) (239,3) 362
(240,2) (240,3) 354
(241,2) (241,3) 243
(242,2) (242,3) 901
(243,2) (243,3) 621
(244,2) (244,3) 528
(245,2) (245,3) 930
(246,2) (246,3) 567
(247,2) (247,3) 108
(248,2) (248,3) 18
(249,2) (249,3) 470
(250,2) (250,3) 160
(1,3) (1,4) 539
(2,3) (2,4) 828
(3,3) (3,4) 246
(4,3) (4,4) 84
(5,3) (5,4) 181
(6,3) (6,4) 250
(7,3) (7,4) 273
(8,3) (8,4) 227
(9,3) (9,4) 999
(10,3) (10,4) 921
(11,3) (11,4) 207
(12,3) (12,4) 195
(13,3) (13,4) 649
(14,3) (14,4) 41
(15,3) (15,4) 447
(16,3) (16,4) 218
(17,3) (17,4) 418
(18,3) (18,4) 854
(19,3) (19,4) 509
(20,3) (20,4) 41
(21,3) (21,4) 438
(22,3) (22,4) 150
(23,3) (23,4) 799
(24,3) (24,4) 356
(25,3) (25,4) 951
(26,3) (26,4) 45
(27,3) (27,4) 437
(28,3) (28,4) 421
(29,3) (29,4) 622
(30,3) (30,4) 27
(31,3) (31,4) 204
(32,3) (32,4) 401
(33,3) (33,4) 60
(34,3) (34,4) 456
(35,3) (35,4) 533
(36,3) (36,4) 803
(37,3) (37,4) 313
(38,3) (38,4) 150
(39,3) (39,4) 966
(40,3) (40,4) 244
(41,3) (41,4) 696
(42,3) (42,4) 140
(43,3) (43,4) 820
(44,3) (44,4) 132
(45,3) (45,4) 509
(46,3) (46,4) 91
(47,3) (47,4) 499
(48,3) (48,4) 921
(49,3) (49,4) 964
(50,3) (50,4) 688
(51,3) (51,4) 957
(52,3) (52,4) 278
(53,3) (53,4) 176
(54,3) (54,4) 474
(55,3) (55,4) 122
(56,3) (56,4) 1000
(57,3) (57,4) 60
(58,3) (58,4) 310
(59,3) (59,4) 490
(60,3) (60,4) 18
(61,3) (61,4) 689
(62,3) (62,4) 783
(63,3) (63,4) 332
(64,3) (64,4) 504
(65,3) (65,4) 517
(66,3) (66,4) 625
(67,3) (67,4) 154
(68,3) (68,4) 248
(69,3) (69,4) 436
(70,3) (70,4) 556
(71,3) (71,4) 76
(72,3) (72,4) 916
(73,3) (73,4) 134
(74,3) (74,4) 413
(75,3) (75,4) 981
(76,3) (76,4) 268
(77,3) (77,4) 909
(78,3) (78,4) 328
(79,3) (79,4) 109
(80,3) (80,4) 649
(81,3) (81,4) 600
(82,3) (82,4) 186
(83,3) (83,4) 300
(84,3) (84,4) 100
(85,3) (85,4) 425
(86,3) (86,4) 539
(87,3) (87,4) 608
(88,3) (88,4) 181
(89,3) (89,4) 560
(90,3) (90,4) 977
(91,3) (91,4) 468
(92,3) (92,4) 432
(93,3) (93,4) 362
(94,3) (94,4) 255
(95,3) (95,4) 501
(96,3) (96,4) 569
(97,3) (97,4) 218
(98,3) (98,4) 76
(99,3) (99,4) 681
(100,3) (100,4) 504
(101,3) (101,4) 993
(102,3) (102,4) 784
(103,3) (103,4) 166
(104,3) (104,4) 520
(105,3) (105,4) 781
(106,3) (106,4) 626
(107,3) (107,4) 957
(108,3) (108,4) 513
(109,3) (109,4) 532
(110,3) (110,4) 572
(111,3) (111,4) 473
(112,3) (112,4) 573
(113,3) (113,4) 835
(114,3) (114,4) 456
(115,3) (115,4) 896
(116,3) (116,4) 192
(117,3) (117,4) 247
(118,3) (118,4) 236
(119,3) (119,4) 636
(120,3) (120,4) 864
(121,3) (121,4) 7
(122,3) (122,4) 952
(123,3) (123,4) 646
(124,3) (124,4) 756
(125,3) (125,4) 652
(126,3) (126,4) 344
(127,3) (127,4) 145
(128,3) (128,4) 809
(129,3) (129,4) 726
(130,3) (130,4) 821
(131,3) (131,4) 958
(132,3) (132,4) 191
(133,3) (133,4) 805
(134,3) (134,4) 462
(135,3) (135,4) 241
(136,3) (136,4) 459
(137,3) (137,4) 281
(138,3) (138,4) 909
(139,3) (139,4) 863
(140,3) (140,4) 734
(141,3) (141,4) 166
(142,3) (142,4) 156
(143,3) (143,4) 907
(144,3) (144,4) 858
(145,3) (145,4) 271
(146,3) (146,4) 885
(147,3) (147,4) 308
(148,3) (148,4) 900
(149,3) (149,4) 685
(150,3) (150,4) 465
(151,3) (151,4) 451
(152,3) (152,4) 13
(153,3) (153,4) 981
(154,3) (154,4) 544
(155,3) (155,4) 278
(156,3) (156,4) 482
(157,3) (157,4) 284
(158,3) (158,4) 383
(159,3) (159,4) 517
(160,3) (160,4) 388
(161,3) (161,4) 63
(162,3) (162,4) 472
(163,3) (163,4) 798
(164,3) (164,4) 410
(165,3) (165,4) 531
(166,3) (166,4) 419
(167,3) (167,4) 729
(168,3) (168,4) 346
(169,3) (169,4) 629
(170,3) (170,4) 75
(171,3) (171,4) 802
(172,3) (172,4) 870
(173,3) (173,4) 488
(174,3) (174,4) 475
(175,3) (175,4) 310
(176,3) (176,4) 395
(177,3) (177,4) 489
(178,3) (178,4) 286
(179,3) (179,4) 187
(180,3) (180,4) 757
(181,3) (181,4) 312
(182,3) (182,4) 38
(183,3) (183,4) 585
(184,3) (184,4) 823
(185,3) (185,4) 509
(186,3) (186,4) 565
(187,3) (187,4) 615
(188,3) (188,4) 447
(189,3) (189,4) 493
(190,3) (190,4) 375
(191,3) (191,4) 940
(192,3) (192,4) 509
(193,3) (193,4) 712
(194,3) (194,4) 785
(195,3) (195,4) 859
(196,3) (196,4) 939
(197,3) (197,4) 463
(198,3) (198,4) 298
(199,3) (199,4) 866
(200,3) (200,4) 824
(201,3) (201,4) 311
(202,3) (202,4) 479
(203,3) (203,4) 935
(204,3) (204,4) 927
(205,3) (205,4) 749
(206,3) (206,4) 77
(207,3) (207,4) 734
(208,3) (208,4) 333
(209,3) (209,4) 517
(210,3) (210,4) 607
(211,3) (211,4) 476
(212,3) (212,4) 112
(213,3) (213,4) 307
(214,3) (214,4) 224
(215,3) (215,4) 481
(216,3) (216,4) 74
(217,3) (217,4) 733
(218,3) (218,4) 666
(219,3) (219,4) 126
(220,3) (220,4) 397
(221,3) (221,4) 587
(222,3) (222,4) 261
(223,3) (223,4) 491
(224,3) (224,4) 840
(225,3) (225,4) 612
(226,3) (226,4) 275
(227,3) (227,4) 691
(228,3) (228,4) 56
(229,3) (229,4) 174
(230,3) (230,4) 656
(231,3) (231,4) 7
(232,3) (232,4) 442
(233,3) (233,4) 122
(234,3) (234,4) 823
(235,3) (235,4) 123
(236,3) (236,4) 572
(237,3) (237,4) 786
(238,3) (238,4) 983
(239,3) (239,4) 273
(240,3) (240,4) 331
(241,3) (241,4) 735
(242,3) (242,4) 540
(243,3) (243,4) 224
(244,3) (244,4) 455
(245,3) (245,4) 787
(246,3) (246,4) 682
(247,3) (247,4) 16
(248,3) (248,4) 851
(249,3) (249,4) 40
(250,3) (250,4) 101
(1,4) (1,5) 541
(2,4) (2,5) 9
(3,4) (3,5) 443
(4,4) (4,5) 284
(5,4) (5,5) 966
(6,4) (6,5) 298
(7,4) (7,5) 313
(8,4) (8,5) 811
(9,4) (9,5) 305
(10,4) (10,5) 235
(11,4) (11,5) 676
(12,4) (12,5) 431
(13,4) (13,5) 581
(14,4) (14,5) 267
(15,4) (15,5) 361
(16,4) (16,5) 565
(17,4) (17,5) 779
(18,4) (18,5) 969
(19,4) (19,5) 746
(20,4) (20,5) 244
(21,4) (21,5) 625
(22,4) (22,5) 738
(23,4) (23,5) 35
(24,4) (24,5) 681
(25,4) (25,5) 76
(26,4) (26,5) 624
(27,4) (27,5) 483
(28,4) (28,5) 504
(29,4) (29,5) 682
(30,4) (30,5) 102
(31,4) (31,5) 665
(32,4) (32,5) 320
(33,4) (33,5) 858
(34,4) (34,5) 640
(35,4) (35,5) 928
(36,4) (36,5) 256
(37,4) (37,5) 32
(38,4) (38,5) 295
(39,4) (39,5) 753
(40,4) (40,5) 741
(41,4) (41,5) 505
(42,4) (42,5) 658
(43,4) (43,5) 675
(44,4) (44,5) 605
(45,4) (45,5) 79
(46,4) (46,5) 720
(47,4) (47,5) 418
(48,4) (48,5) 94
(49,4) (49,5) 177
(50,4) (50,5) 962
(51,4) (51,5) 137
(52,4) (52,5) 736
(53,4) (53,5) 763
(54,4) (54,5) 958
(55,4) (55,5) 213
(56,4) (56,5) 897
(57,4) (57,5) 669
(58,4) (58,5) 101
(59,4) (59,5) 23
(60,4) (60,5) 367
(61,4) (61,5) 146
(62,4) (62,5) 438
(63,4) (63,5) 61
(64,4) (64,5) 688
(65,4) (65,5) 112
(66,4) (66,5) 524
(67,4) (67,5) 967
(68,4) (68,5) 221
(69,4) (69,5) 446
(70,4) (70,5) 514
(71,4) (71,5) 41
(72,4) (72,5) 773
(73,4) (73,5) 807
(74,4) (74,5) 599
(75,4) (75,5) 921
(76,4) (76,5) 526
(77,4) (77,5) 282
(78,4) (78,5) 573
(79,4) (79,5) 439
(80,4) (80,5) 398
(81,4) (81,5) 739
(82,4) (82,5) 987
(83,4) (83,5) 428
(84,4) (84,5) 79
(85,4) (85,5) 738
(86,4) (86,5) 850
(87,4) (87,5) 688
(88,4) (88,5) 417
(89,4) (89,5) 758
(90,4) (90,5) 620
(91,4) (91,5) 44
(92,4) (92,5) 954
(93,4) (93,5) 589
(94,4) (94,5) 368
(95,4) (95,5) 561
(96,4) (96,5) 920
(97,4) (97,5) 458
(98,4) (98,5) 898
(99,4) (99,5) 659
(100,4) (100,5) 959
(101,4) (101,5) 916
(102,4) (102,5) 392
(103,4) (103,5) 493
(104,4) (104,5) 262
(105,4) (105,5) 407
(106,4) (106,5) 32
(107,4) (107,5) 178
(108,4) (108,5) 716
(109,4) (109,5) 466
(110,4) (110,5) 333
(111,4) (111,5) 437
(112,4) (112,5) 64
(113,4) (113,5) 188
(114,4) (114,5) 264
(115,4) (115,5) 134
(116,4) (116,5) 902
(117,4) (117,5) 939
(118,4) (118,5) 42
(119,4) (119,5) 402
(120,4) (120,5) 125
(121,4) (121,5) 899
(122,4) (122,5) 439
(123,4) (123,5) 125
(124,4) (124,5) 957
(125,4) (125,5) 63
(126,4) (126,5) 711
(127,4) (127,5) 327
(128,4) (128,5) 470
(129,4) (129,5) 383
(130,4) (130,5) 327
(131,4) (131,5) 504
(132,4) (132,5) 651
(133,4) (133,5) 438
(134,4) (134,5) 476
(135,4) (135,5) 441
(136,4) (136,5) 86
(137,4) (137,5) 502
(138,4) (138,5) 295
(139,4) (139,5) 881
(140,4) (140,5) 765
(141,4) (141,5) 66
(142,4) (142,5) 148
(143,4) (143,5) 312
(144,4) (144,5) 746
(145,4) (145,5) 736
(146,4) (146,5) 477
(147,4) (147,5) 348
(148,4) (148,5) 992
(149,4) (149,5) 26
(150,4) (150,5) 91
(151,4) (151,5) 261
(152,4) (152,5) 873
(153,4) (153,5) 448
